"ORIG_FIPS","DEST_FIPS","origin_county","destination_county","ALLALL","WRKALL","NWKALL","ALLSOV","ALLHOV","ALLTRN","ALLWALK","ALLBIKE","Origin_Long","Origin_Lat","Dest_Long","Dest_Lat"
13015,13077,"BARTOW","COWETA",16,10,6,10,6,0,0,0,-84.840525,34.237806,-84.763334,33.353446
13015,13085,"BARTOW","DAWSON",46,27,19,33,13,0,0,0,-84.840525,34.237806,-84.17054,34.44427
13015,13089,"BARTOW","DEKALB",1408,727,681,758,645,5,0,0,-84.840525,34.237806,-84.226356,33.77148
13015,13097,"BARTOW","DOUGLAS",827,477,350,496,331,0,0,0,-84.840525,34.237806,-84.767979,33.701813
13015,13113,"BARTOW","FAYETTE",15,8,7,11,4,0,0,0,-84.840525,34.237806,-84.494169,33.4139
13015,13117,"BARTOW","FORSYTH",846,465,381,502,344,0,0,0,-84.840525,34.237806,-84.125061,34.225486
13015,13121,"BARTOW","FULTON",5947,3298,2649,3402,2516,29,0,0,-84.840525,34.237806,-84.467627,33.789892
13015,13135,"BARTOW","GWINNETT",494,241,253,262,231,1,0,0,-84.840525,34.237806,-84.023657,33.961676
13015,13139,"BARTOW","HALL",54,17,37,19,35,0,0,0,-84.840525,34.237806,-83.819766,34.316798
13015,13151,"BARTOW","HENRY",19,3,16,6,13,0,0,0,-84.840525,34.237806,-84.154174,33.452972
13015,13223,"BARTOW","PAULDING",10078,3986,6092,4843,5231,0,0,4,-84.840525,34.237806,-84.867312,33.920496
13015,13247,"BARTOW","ROCKDALE",5,5,0,3,2,0,0,0,-84.840525,34.237806,-84.026652,33.65421
13015,13255,"BARTOW","SPALDING",1,1,0,0,1,0,0,0,-84.840525,34.237806,-84.284165,33.260886
13015,13297,"BARTOW","WALTON",11,1,10,2,9,0,0,0,-84.840525,34.237806,-83.733833,33.781544
13045,13015,"CARROLL","BARTOW",369,219,150,236,133,0,0,0,-85.079807,33.582781,-84.840525,34.237806
13045,13045,"CARROLL","CARROLL",377805,102343,275462,155309,204697,954,14633,2212,-85.079807,33.582781,-85.079807,33.582781
13045,13057,"CARROLL","CHEROKEE",137,67,70,80,57,0,0,0,-85.079807,33.582781,-84.476236,34.243896
13045,13063,"CARROLL","CLAYTON",769,462,307,490,277,2,0,0,-85.079807,33.582781,-84.357684,33.541836
13045,13067,"CARROLL","COBB",4867,2787,2080,3035,1831,1,0,0,-85.079807,33.582781,-84.576684,33.941426
13045,13077,"CARROLL","COWETA",7392,3934,3458,4561,2805,26,0,0,-85.079807,33.582781,-84.763334,33.353446
13045,13089,"CARROLL","DEKALB",1009,472,537,568,440,1,0,0,-85.079807,33.582781,-84.226356,33.77148
13045,13097,"CARROLL","DOUGLAS",25151,7684,17467,10994,14016,6,92,43,-85.079807,33.582781,-84.767979,33.701813
13045,13113,"CARROLL","FAYETTE",1185,627,558,762,423,0,0,0,-85.079807,33.582781,-84.494169,33.4139
13045,13117,"CARROLL","FORSYTH",4,2,2,1,3,0,0,0,-85.079807,33.582781,-84.125061,34.225486
13045,13121,"CARROLL","FULTON",6832,3904,2928,4095,2686,51,0,0,-85.079807,33.582781,-84.467627,33.789892
13045,13135,"CARROLL","GWINNETT",141,58,83,66,75,0,0,0,-85.079807,33.582781,-84.023657,33.961676
13045,13151,"CARROLL","HENRY",86,35,51,54,32,0,0,0,-85.079807,33.582781,-84.154174,33.452972
13045,13217,"CARROLL","NEWTON",4,1,3,3,1,0,0,0,-85.079807,33.582781,-83.850189,33.555014
13045,13223,"CARROLL","PAULDING",13188,4785,8403,6468,6709,0,0,11,-85.079807,33.582781,-84.867312,33.920496
13045,13247,"CARROLL","ROCKDALE",26,15,11,18,8,0,0,0,-85.079807,33.582781,-84.026652,33.65421
13045,13255,"CARROLL","SPALDING",45,34,11,34,11,0,0,0,-85.079807,33.582781,-84.284165,33.260886
13045,13297,"CARROLL","WALTON",1,1,0,1,0,0,0,0,-85.079807,33.582781,-83.733833,33.781544
13057,13013,"CHEROKEE","BARROW",119,64,55,63,56,0,0,0,-84.476236,34.243896,-83.712737,33.993199
13057,13015,"CHEROKEE","BARTOW",16375,6534,9841,8163,8197,0,10,5,-84.476236,34.243896,-84.840525,34.237806
13057,13045,"CHEROKEE","CARROLL",119,54,65,67,52,0,0,0,-84.476236,34.243896,-85.079807,33.582781
13057,13057,"CHEROKEE","CHEROKEE",781715,149538,632177,288966,463312,0,26088,3349,-84.476236,34.243896,-84.476236,34.243896
13057,13063,"CHEROKEE","CLAYTON",685,396,289,352,326,7,0,0,-84.476236,34.243896,-84.357684,33.541836
13057,13067,"CHEROKEE","COBB",155842,48698,107144,68421,86655,375,174,217,-84.476236,34.243896,-84.576684,33.941426
13057,13077,"CHEROKEE","COWETA",33,14,19,19,14,0,0,0,-84.476236,34.243896,-84.763334,33.353446
13057,13085,"CHEROKEE","DAWSON",1785,772,1013,1090,695,0,0,0,-84.476236,34.243896,-84.17054,34.44427
13057,13089,"CHEROKEE","DEKALB",7261,4360,2901,4442,2784,35,0,0,-84.476236,34.243896,-84.226356,33.77148
13057,13097,"CHEROKEE","DOUGLAS",746,467,279,470,276,0,0,0,-84.476236,34.243896,-84.767979,33.701813
13057,13113,"CHEROKEE","FAYETTE",84,35,49,40,44,0,0,0,-84.476236,34.243896,-84.494169,33.4139
13057,13117,"CHEROKEE","FORSYTH",27750,10011,17739,13849,13875,0,7,19,-84.476236,34.243896,-84.125061,34.225486
13057,13121,"CHEROKEE","FULTON",71569,31026,40543,35953,35273,290,16,37,-84.476236,34.243896,-84.467627,33.789892
13057,13135,"CHEROKEE","GWINNETT",8766,5131,3635,5320,3444,2,0,0,-84.476236,34.243896,-84.023657,33.961676
13057,13139,"CHEROKEE","HALL",1329,712,617,768,561,0,0,0,-84.476236,34.243896,-83.819766,34.316798
13057,13151,"CHEROKEE","HENRY",98,49,49,57,41,0,0,0,-84.476236,34.243896,-84.154174,33.452972
13057,13217,"CHEROKEE","NEWTON",21,11,10,16,5,0,0,0,-84.476236,34.243896,-83.850189,33.555014
13057,13223,"CHEROKEE","PAULDING",4765,1938,2827,2300,2465,0,0,0,-84.476236,34.243896,-84.867312,33.920496
13057,13247,"CHEROKEE","ROCKDALE",48,21,27,22,26,0,0,0,-84.476236,34.243896,-84.026652,33.65421
13057,13255,"CHEROKEE","SPALDING",4,2,2,3,1,0,0,0,-84.476236,34.243896,-84.284165,33.260886
13057,13297,"CHEROKEE","WALTON",35,21,14,31,4,0,0,0,-84.476236,34.243896,-83.733833,33.781544
13063,13013,"CLAYTON","BARROW",88,49,39,46,42,0,0,0,-84.357684,33.541836,-83.712737,33.993199
13063,13015,"CLAYTON","BARTOW",73,44,29,51,21,1,0,0,-84.357684,33.541836,-84.840525,34.237806
13063,13045,"CLAYTON","CARROLL",724,429,295,454,268,2,0,0,-84.357684,33.541836,-85.079807,33.582781
13063,13057,"CLAYTON","CHEROKEE",659,386,273,354,299,6,0,0,-84.357684,33.541836,-84.476236,34.243896
13063,13063,"CLAYTON","CLAYTON",770702,176612,594090,273098,436128,6503,50014,4959,-84.357684,33.541836,-84.357684,33.541836
13063,13067,"CLAYTON","COBB",9635,6662,2973,5713,3525,397,0,0,-84.357684,33.541836,-84.576684,33.941426
13063,13077,"CLAYTON","COWETA",6566,4088,2478,4127,2385,54,0,0,-84.357684,33.541836,-84.763334,33.353446
13063,13085,"CLAYTON","DAWSON",11,5,6,7,4,0,0,0,-84.357684,33.541836,-84.17054,34.44427
13063,13089,"CLAYTON","DEKALB",54048,26433,27615,26149,25296,2490,59,54,-84.357684,33.541836,-84.226356,33.77148
13063,13097,"CLAYTON","DOUGLAS",3292,2049,1243,1930,1283,79,0,0,-84.357684,33.541836,-84.767979,33.701813
13063,13113,"CLAYTON","FAYETTE",50657,13911,36746,20388,30021,100,61,87,-84.357684,33.541836,-84.494169,33.4139
13063,13117,"CLAYTON","FORSYTH",363,205,158,197,159,7,0,0,-84.357684,33.541836,-84.125061,34.225486
13063,13121,"CLAYTON","FULTON",171529,87949,83580,81493,76324,12882,530,300,-84.357684,33.541836,-84.467627,33.789892
13063,13135,"CLAYTON","GWINNETT",5398,3730,1668,3180,1892,326,0,0,-84.357684,33.541836,-84.023657,33.961676
13063,13139,"CLAYTON","HALL",61,33,28,35,23,3,0,0,-84.357684,33.541836,-83.819766,34.316798
13063,13151,"CLAYTON","HENRY",91430,27407,64023,38843,51926,286,207,168,-84.357684,33.541836,-84.154174,33.452972
13063,13217,"CLAYTON","NEWTON",2326,1490,836,1424,877,25,0,0,-84.357684,33.541836,-83.850189,33.555014
13063,13223,"CLAYTON","PAULDING",978,617,361,572,396,10,0,0,-84.357684,33.541836,-84.867312,33.920496
13063,13247,"CLAYTON","ROCKDALE",3759,2134,1625,2102,1617,40,0,0,-84.357684,33.541836,-84.026652,33.65421
13063,13255,"CLAYTON","SPALDING",6561,3441,3120,3750,2786,25,0,0,-84.357684,33.541836,-84.284165,33.260886
13063,13297,"CLAYTON","WALTON",536,351,185,358,176,2,0,0,-84.357684,33.541836,-83.733833,33.781544
13067,13013,"COBB","BARROW",526,367,159,378,146,2,0,0,-84.576684,33.941426,-83.712737,33.993199
13067,13015,"COBB","BARTOW",33586,14163,19423,17198,16262,19,37,70,-84.576684,33.941426,-84.840525,34.237806
13067,13045,"COBB","CARROLL",4686,2661,2025,2921,1764,1,0,0,-84.576684,33.941426,-85.079807,33.582781
13067,13057,"COBB","CHEROKEE",157309,49963,107346,69587,86906,404,197,215,-84.576684,33.941426,-84.476236,34.243896
13067,13063,"COBB","CLAYTON",9774,6818,2956,5807,3573,394,0,0,-84.576684,33.941426,-84.357684,33.541836
13067,13067,"COBB","COBB",2782384,746028,2036356,1137575,1511916,7506,111139,14248,-84.576684,33.941426,-84.576684,33.941426
13067,13077,"COBB","COWETA",2981,1847,1134,1854,1124,3,0,0,-84.576684,33.941426,-84.763334,33.353446
13067,13085,"COBB","DAWSON",741,343,398,444,297,0,0,0,-84.576684,33.941426,-84.17054,34.44427
13067,13089,"COBB","DEKALB",58597,32158,26439,33397,24404,793,0,3,-84.576684,33.941426,-84.226356,33.77148
13067,13097,"COBB","DOUGLAS",65042,21742,43300,28945,35568,54,298,177,-84.576684,33.941426,-84.767979,33.701813
13067,13113,"COBB","FAYETTE",3023,1885,1138,1915,1100,8,0,0,-84.576684,33.941426,-84.494169,33.4139
13067,13117,"COBB","FORSYTH",11082,6479,4603,6914,4136,32,0,0,-84.576684,33.941426,-84.125061,34.225486
13067,13121,"COBB","FULTON",357023,154052,202971,177867,173367,5031,341,417,-84.576684,33.941426,-84.467627,33.789892
13067,13135,"COBB","GWINNETT",23296,14169,9127,14719,8418,159,0,0,-84.576684,33.941426,-84.023657,33.961676
13067,13139,"COBB","HALL",927,475,452,530,397,0,0,0,-84.576684,33.941426,-83.819766,34.316798
13067,13151,"COBB","HENRY",3199,2068,1131,1972,1214,13,0,0,-84.576684,33.941426,-84.154174,33.452972
13067,13217,"COBB","NEWTON",767,488,279,468,288,11,0,0,-84.576684,33.941426,-83.850189,33.555014
13067,13223,"COBB","PAULDING",116467,36028,80439,49146,67044,30,104,143,-84.576684,33.941426,-84.867312,33.920496
13067,13247,"COBB","ROCKDALE",1367,828,539,820,531,16,0,0,-84.576684,33.941426,-84.026652,33.65421
13067,13255,"COBB","SPALDING",303,186,117,177,125,1,0,0,-84.576684,33.941426,-84.284165,33.260886
13067,13297,"COBB","WALTON",458,251,207,258,200,0,0,0,-84.576684,33.941426,-83.733833,33.781544
13077,13013,"COWETA","BARROW",1,1,0,1,0,0,0,0,-84.763334,33.353446,-83.712737,33.993199
13077,13015,"COWETA","BARTOW",16,10,6,10,6,0,0,0,-84.763334,33.353446,-84.840525,34.237806
13077,13045,"COWETA","CARROLL",7354,3926,3428,4590,2739,25,0,0,-84.763334,33.353446,-85.079807,33.582781
13077,13057,"COWETA","CHEROKEE",38,17,21,27,11,0,0,0,-84.763334,33.353446,-84.476236,34.243896
13077,13063,"COWETA","CLAYTON",6724,4291,2433,4342,2330,52,0,0,-84.763334,33.353446,-84.357684,33.541836
13077,13067,"COWETA","COBB",3123,1992,1131,1992,1128,3,0,0,-84.763334,33.353446,-84.576684,33.941426
13077,13077,"COWETA","COWETA",464146,101803,362343,181056,264809,0,16035,2246,-84.763334,33.353446,-84.763334,33.353446
13077,13089,"COWETA","DEKALB",3167,1795,1372,1865,1287,15,0,0,-84.763334,33.353446,-84.226356,33.77148
13077,13097,"COWETA","DOUGLAS",4275,2225,2050,2401,1873,1,0,0,-84.763334,33.353446,-84.767979,33.701813
13077,13113,"COWETA","FAYETTE",44015,13571,30444,18972,25005,0,7,31,-84.763334,33.353446,-84.494169,33.4139
13077,13117,"COWETA","FORSYTH",9,2,7,6,3,0,0,0,-84.763334,33.353446,-84.125061,34.225486
13077,13121,"COWETA","FULTON",27218,13052,14166,14505,12453,247,7,6,-84.763334,33.353446,-84.467627,33.789892
13077,13135,"COWETA","GWINNETT",343,171,172,179,163,1,0,0,-84.763334,33.353446,-84.023657,33.961676
13077,13151,"COWETA","HENRY",1754,906,848,936,818,0,0,0,-84.763334,33.353446,-84.154174,33.452972
13077,13217,"COWETA","NEWTON",63,15,48,16,47,0,0,0,-84.763334,33.353446,-83.850189,33.555014
13077,13223,"COWETA","PAULDING",801,410,391,451,350,0,0,0,-84.763334,33.353446,-84.867312,33.920496
13077,13247,"COWETA","ROCKDALE",98,52,46,56,42,0,0,0,-84.763334,33.353446,-84.026652,33.65421
13077,13255,"COWETA","SPALDING",3123,1663,1460,1909,1214,0,0,0,-84.763334,33.353446,-84.284165,33.260886
13077,13297,"COWETA","WALTON",4,2,2,2,2,0,0,0,-84.763334,33.353446,-83.733833,33.781544
13085,13013,"DAWSON","BARROW",75,28,47,25,50,0,0,0,-84.17054,34.44427,-83.712737,33.993199
13085,13015,"DAWSON","BARTOW",68,35,33,51,17,0,0,0,-84.17054,34.44427,-84.840525,34.237806
13085,13057,"DAWSON","CHEROKEE",1776,749,1027,1059,717,0,0,0,-84.17054,34.44427,-84.476236,34.243896
13085,13063,"DAWSON","CLAYTON",6,3,3,2,4,0,0,0,-84.17054,34.44427,-84.357684,33.541836
13085,13067,"DAWSON","COBB",823,379,444,472,351,0,0,0,-84.17054,34.44427,-84.576684,33.941426
13085,13085,"DAWSON","DAWSON",62916,12657,50259,24882,34516,0,3202,316,-84.17054,34.44427,-84.17054,34.44427
13085,13089,"DAWSON","DEKALB",547,263,284,304,242,1,0,0,-84.17054,34.44427,-84.226356,33.77148
13085,13113,"DAWSON","FAYETTE",1,1,0,1,0,0,0,0,-84.17054,34.44427,-84.494169,33.4139
13085,13117,"DAWSON","FORSYTH",22713,5333,17380,9556,13114,0,14,29,-84.17054,34.44427,-84.125061,34.225486
13085,13121,"DAWSON","FULTON",3339,1888,1451,2038,1298,3,0,0,-84.17054,34.44427,-84.467627,33.789892
13085,13135,"DAWSON","GWINNETT",2043,1132,911,1263,780,0,0,0,-84.17054,34.44427,-84.023657,33.961676
13085,13139,"DAWSON","HALL",6511,2505,4006,3300,3211,0,0,0,-84.17054,34.44427,-83.819766,34.316798
13085,13151,"DAWSON","HENRY",2,0,2,2,0,0,0,0,-84.17054,34.44427,-84.154174,33.452972
13085,13217,"DAWSON","NEWTON",2,0,2,2,0,0,0,0,-84.17054,34.44427,-83.850189,33.555014
13085,13223,"DAWSON","PAULDING",9,8,1,9,0,0,0,0,-84.17054,34.44427,-84.867312,33.920496
13085,13297,"DAWSON","WALTON",17,7,10,11,6,0,0,0,-84.17054,34.44427,-83.733833,33.781544
13089,13013,"DEKALB","BARROW",3470,2149,1321,2246,1212,12,0,0,-84.226356,33.77148,-83.712737,33.993199
13089,13015,"DEKALB","BARTOW",1281,695,586,693,583,5,0,0,-84.226356,33.77148,-84.840525,34.237806
13089,13045,"DEKALB","CARROLL",888,476,412,534,352,2,0,0,-84.226356,33.77148,-85.079807,33.582781
13089,13057,"DEKALB","CHEROKEE",6737,4041,2696,4150,2549,38,0,0,-84.226356,33.77148,-84.476236,34.243896
13089,13063,"DEKALB","CLAYTON",54143,26663,27480,26347,25138,2550,57,51,-84.226356,33.77148,-84.357684,33.541836
13089,13067,"DEKALB","COBB",58856,32284,26572,33415,24622,816,0,3,-84.226356,33.77148,-84.576684,33.941426
13089,13077,"DEKALB","COWETA",2897,1608,1289,1702,1180,15,0,0,-84.226356,33.77148,-84.763334,33.353446
13089,13085,"DEKALB","DAWSON",486,215,271,263,222,1,0,0,-84.226356,33.77148,-84.17054,34.44427
13089,13089,"DEKALB","DEKALB",2268354,565264,1703090,865096,1256276,16942,115776,14264,-84.226356,33.77148,-84.226356,33.77148
13089,13097,"DEKALB","DOUGLAS",5404,3086,2318,3167,2115,122,0,0,-84.226356,33.77148,-84.767979,33.701813
13089,13113,"DEKALB","FAYETTE",4429,2403,2026,2510,1876,43,0,0,-84.226356,33.77148,-84.494169,33.4139
13089,13117,"DEKALB","FORSYTH",11008,5883,5125,6337,4564,107,0,0,-84.226356,33.77148,-84.125061,34.225486
13089,13121,"DEKALB","FULTON",570087,249312,320775,277447,259537,26910,4224,1969,-84.226356,33.77148,-84.467627,33.789892
13089,13135,"DEKALB","GWINNETT",280756,101281,179475,129087,148603,1859,578,629,-84.226356,33.77148,-84.023657,33.961676
13089,13139,"DEKALB","HALL",3507,1939,1568,2031,1473,3,0,0,-84.226356,33.77148,-83.819766,34.316798
13089,13151,"DEKALB","HENRY",40494,14934,25560,18836,21469,160,10,19,-84.226356,33.77148,-84.154174,33.452972
13089,13217,"DEKALB","NEWTON",12793,6867,5926,7318,5345,130,0,0,-84.226356,33.77148,-83.850189,33.555014
13089,13223,"DEKALB","PAULDING",3570,2119,1451,2152,1395,23,0,0,-84.226356,33.77148,-84.867312,33.920496
13089,13247,"DEKALB","ROCKDALE",43164,13910,29254,18483,24485,139,14,43,-84.226356,33.77148,-84.026652,33.65421
13089,13255,"DEKALB","SPALDING",1368,883,485,873,494,1,0,0,-84.226356,33.77148,-84.284165,33.260886
13089,13297,"DEKALB","WALTON",8349,4306,4043,4672,3653,24,0,0,-84.226356,33.77148,-83.733833,33.781544
13097,13013,"DOUGLAS","BARROW",11,4,7,5,6,0,0,0,-84.767979,33.701813,-83.712737,33.993199
13097,13015,"DOUGLAS","BARTOW",745,447,298,460,285,0,0,0,-84.767979,33.701813,-84.840525,34.237806
13097,13045,"DOUGLAS","CARROLL",25819,7968,17851,11296,14389,5,90,39,-84.767979,33.701813,-85.079807,33.582781
13097,13057,"DOUGLAS","CHEROKEE",673,426,247,428,245,0,0,0,-84.767979,33.701813,-84.476236,34.243896
13097,13063,"DOUGLAS","CLAYTON",3365,2131,1234,2027,1260,78,0,0,-84.767979,33.701813,-84.357684,33.541836
13097,13067,"DOUGLAS","COBB",64053,21441,42612,28589,34943,43,302,176,-84.767979,33.701813,-84.576684,33.941426
13097,13077,"DOUGLAS","COWETA",4149,2186,1963,2333,1816,0,0,0,-84.767979,33.701813,-84.763334,33.353446
13097,13085,"DOUGLAS","DAWSON",1,0,1,1,0,0,0,0,-84.767979,33.701813,-84.17054,34.44427
13097,13089,"DOUGLAS","DEKALB",5779,3303,2476,3342,2308,129,0,0,-84.767979,33.701813,-84.226356,33.77148
13097,13097,"DOUGLAS","DOUGLAS",411292,77600,333692,142638,248818,152,17506,2178,-84.767979,33.701813,-84.767979,33.701813
13097,13113,"DOUGLAS","FAYETTE",2240,1256,984,1334,906,0,0,0,-84.767979,33.701813,-84.494169,33.4139
13097,13117,"DOUGLAS","FORSYTH",155,92,63,101,54,0,0,0,-84.767979,33.701813,-84.125061,34.225486
13097,13121,"DOUGLAS","FULTON",50942,21865,29077,24644,25455,824,1,18,-84.767979,33.701813,-84.467627,33.789892
13097,13135,"DOUGLAS","GWINNETT",1168,717,451,691,472,5,0,0,-84.767979,33.701813,-84.023657,33.961676
13097,13139,"DOUGLAS","HALL",10,9,1,7,3,0,0,0,-84.767979,33.701813,-83.819766,34.316798
13097,13151,"DOUGLAS","HENRY",696,374,322,395,301,0,0,0,-84.767979,33.701813,-84.154174,33.452972
13097,13217,"DOUGLAS","NEWTON",81,42,39,41,40,0,0,0,-84.767979,33.701813,-83.850189,33.555014
13097,13223,"DOUGLAS","PAULDING",33050,9806,23244,13416,19589,10,10,25,-84.767979,33.701813,-84.867312,33.920496
13097,13247,"DOUGLAS","ROCKDALE",231,138,93,132,99,0,0,0,-84.767979,33.701813,-84.026652,33.65421
13097,13255,"DOUGLAS","SPALDING",101,68,33,69,32,0,0,0,-84.767979,33.701813,-84.284165,33.260886
13097,13297,"DOUGLAS","WALTON",33,11,22,12,21,0,0,0,-84.767979,33.701813,-83.733833,33.781544
13113,13013,"FAYETTE","BARROW",4,2,2,4,0,0,0,0,-84.494169,33.4139,-83.712737,33.993199
13113,13015,"FAYETTE","BARTOW",7,3,4,3,4,0,0,0,-84.494169,33.4139,-84.840525,34.237806
13113,13045,"FAYETTE","CARROLL",1189,620,569,771,418,0,0,0,-84.494169,33.4139,-85.079807,33.582781
13113,13057,"FAYETTE","CHEROKEE",62,30,32,39,23,0,0,0,-84.494169,33.4139,-84.476236,34.243896
13113,13063,"FAYETTE","CLAYTON",49979,13556,36423,20072,29663,97,63,84,-84.494169,33.4139,-84.357684,33.541836
13113,13067,"FAYETTE","COBB",3171,2000,1171,2018,1146,7,0,0,-84.494169,33.4139,-84.576684,33.941426
13113,13077,"FAYETTE","COWETA",44696,13951,30745,19318,25342,0,7,29,-84.494169,33.4139,-84.763334,33.353446
13113,13085,"FAYETTE","DAWSON",5,1,4,1,4,0,0,0,-84.494169,33.4139,-84.17054,34.44427
13113,13089,"FAYETTE","DEKALB",4571,2546,2025,2648,1880,43,0,0,-84.494169,33.4139,-84.226356,33.77148
13113,13097,"FAYETTE","DOUGLAS",2112,1215,897,1251,861,0,0,0,-84.494169,33.4139,-84.767979,33.701813
13113,13113,"FAYETTE","FAYETTE",367323,80028,287295,138840,214171,0,12863,1449,-84.494169,33.4139,-84.494169,33.4139
13113,13117,"FAYETTE","FORSYTH",44,17,27,16,27,1,0,0,-84.494169,33.4139,-84.125061,34.225486
13113,13121,"FAYETTE","FULTON",42680,15120,27560,18881,23390,312,41,56,-84.494169,33.4139,-84.467627,33.789892
13113,13135,"FAYETTE","GWINNETT",659,357,302,359,298,2,0,0,-84.494169,33.4139,-84.023657,33.961676
13113,13139,"FAYETTE","HALL",2,1,1,1,1,0,0,0,-84.494169,33.4139,-83.819766,34.316798
13113,13151,"FAYETTE","HENRY",9728,4332,5396,4994,4733,1,0,0,-84.494169,33.4139,-84.154174,33.452972
13113,13217,"FAYETTE","NEWTON",385,197,188,196,189,0,0,0,-84.494169,33.4139,-83.850189,33.555014
13113,13223,"FAYETTE","PAULDING",462,294,168,303,159,0,0,0,-84.494169,33.4139,-84.867312,33.920496
13113,13247,"FAYETTE","ROCKDALE",382,210,172,218,164,0,0,0,-84.494169,33.4139,-84.026652,33.65421
13113,13255,"FAYETTE","SPALDING",7212,3186,4026,3753,3456,0,0,3,-84.494169,33.4139,-84.284165,33.260886
13113,13297,"FAYETTE","WALTON",52,19,33,22,30,0,0,0,-84.494169,33.4139,-83.733833,33.781544
13117,13013,"FORSYTH","BARROW",1314,823,491,825,489,0,0,0,-84.125061,34.225486,-83.712737,33.993199
13117,13015,"FORSYTH","BARTOW",802,456,346,511,291,0,0,0,-84.125061,34.225486,-84.840525,34.237806
13117,13045,"FORSYTH","CARROLL",11,6,5,6,5,0,0,0,-84.125061,34.225486,-85.079807,33.582781
13117,13057,"FORSYTH","CHEROKEE",28048,10007,18041,13816,14202,0,9,21,-84.125061,34.225486,-84.476236,34.243896
13117,13063,"FORSYTH","CLAYTON",377,210,167,192,178,7,0,0,-84.125061,34.225486,-84.357684,33.541836
13117,13067,"FORSYTH","COBB",11661,6849,4812,7243,4391,27,0,0,-84.125061,34.225486,-84.576684,33.941426
13117,13077,"FORSYTH","COWETA",9,2,7,6,3,0,0,0,-84.125061,34.225486,-84.763334,33.353446
13117,13085,"FORSYTH","DAWSON",23132,5620,17512,9867,13216,0,19,30,-84.125061,34.225486,-84.17054,34.44427
13117,13089,"FORSYTH","DEKALB",11521,6321,5200,6724,4697,100,0,0,-84.125061,34.225486,-84.226356,33.77148
13117,13097,"FORSYTH","DOUGLAS",157,90,67,90,67,0,0,0,-84.125061,34.225486,-84.767979,33.701813
13117,13113,"FORSYTH","FAYETTE",49,14,35,13,35,1,0,0,-84.125061,34.225486,-84.494169,33.4139
