HID,TAZ,TRIPS
,4197,20352
,4198,20557
,4199,22818
,4200,6302
,4201,3467
,4202,13693
,4203,7003
,4204,7001
,4205,7199
,4206,52337
,4207,6038
,4208,3118
,4209,1503
,4210,406
,4211,665
,4212,14032
,4213,2986
,4214,18225
,4215,8048
,4216,1436
,4217,4389
,4218,20501
,4219,1983
,4220,6613
,4221,675
,4222,936
,4223,2614
,4224,25668
,4225,1309
,4226,3524
,4227,236
,4228,4042
,4229,5660
,4230,41688
,4231,1671
,4232,26041
,4233,18282
,4234,25115
,4235,16112
,4236,10362
,4237,45905
,4238,71926
,4239,28342
,4240,4788
,4241,28581
,4242,15246
,4243,9551
,4244,29671
,4245,9427
,4246,19410
,4247,3801
,4248,5319
,4249,66041
,4250,15292
,4251,593
,4252,10218
,4253,10966
,4254,60
,4255,1262
,4256,13901
,4257,1483
,4258,14747
,4259,4450
,4260,9543
,4261,62693
,4262,1294
,4263,2673
,4264,6148
,4265,3107
,4266,2521
,4267,3433
,4268,11183
,4269,30231
,4270,50254
,4271,48896
,4272,436
,4273,47913
,4274,24344
,4275,40687
,4276,1320
,4277,21910
,4278,15453
,4279,3783
,4280,10059
,4281,7905
,4282,17078
,4283,9918
,4284,2076
,4285,20305
,4286,423
,4287,8808
,4288,7829
,4289,36201
,4290,22772
,4291,5257
,4292,2813
,4293,454
,4294,12797
,4295,1604
,4296,1188
,4297,2106
,4298,88
,4299,285
,4300,71
,4301,3055
,4302,444
,4303,400
,4304,664
,4305,6348
,4306,224
,4307,11127
,4308,1129
,4309,418
,4310,3640
,4311,281
,4312,82
,4313,4025
,4314,4260
,4315,4163
,4316,416
,4317,118
,4318,960
,4319,219
,4320,1927
,4321,12066
,4322,539
,4323,2379
,4324,2223
,4325,1168
,4326,1285
,4327,968
,4328,283
,4329,3330
,4330,21593
,4331,3537
,4332,5242
,4333,31277
,4334,431
,4335,6516
,4336,11335
,4337,3617
,4338,498
,4339,7481
,4340,5091
,4341,16797
,4342,1559
,4343,1235
,4344,12932
,4345,8227
,4346,22639
,4347,1106
,4348,785
,4349,102
,4350,1127
,4351,347
,4352,38
,4353,7
,4354,2
,4355,204
,4356,35
,4357,1098
,4358,13
,4359,2162
,4360,285
,4361,498
,4362,13055
,4363,2060
,4364,264
,4365,1408
,4366,406
,4367,243
,4368,1394
,4369,326
,4370,598
,4371,3595
,4372,256
,4373,1280
,4374,3415
,4375,4797
,4376,166
,4377,1042
,4378,309
,4379,182
,4380,392
,4381,592
,4382,1888
,4383,769
,4384,2521
,4385,289
,4386,810
,4387,7872
,4388,1268
,4389,150
,4390,3877
,4391,381
,4392,1351
,4393,12511
,4394,260
,4395,356
,4396,451
,4397,1095
,4398,2905
,4399,14644
,4400,1583
,4401,853
,4402,224
,4403,999
,4404,172
,4405,749
,4406,921
,4407,688
,4408,682
,4409,2420
,4410,525
,4411,2852
,4412,1257
,4413,415
,4414,2108
,4415,36092
,4416,1257
,4417,21020
,4418,32
,4419,2831
,4420,1156
,4421,609
,4422,3557
,4423,5885
,4424,1024
,4425,2098
,4426,295
,4427,1591
,4428,1000
,4429,887
,4430,1205
,4431,1864
,4432,273
,4433,1481
,4434,1678
,4435,4756
,4436,1514
,4437,764
,4438,4923
,4439,3087
,4440,1660
,4441,570
,4442,51270
,4443,3756
,4444,982
,4445,5031
,4446,6404
,4447,2725
,4448,270
,4449,150
,4450,535
,4451,3406
,4452,2178
,4453,2737
,4454,5095
,4455,1740
,4456,289
,4457,4068
,4458,1855
,4459,1750
,4460,99666
,4461,5014
,4462,889
,4463,4164
,4464,3665
,4465,8461
,4466,9103
,4467,6293
,4468,7632
,4469,8976
,4470,1950
,4471,2823
,4472,5809
,4473,2848
,4474,10549
,4475,28285
,4476,520
,4477,487
,4478,4026
,4479,7519
,4480,2829
,4481,23743
,4482,467
,4483,28004
,4484,3799
,4485,5669
,4486,267
,4487,21579
,4488,3690
,4489,407
,4490,1500
,4491,3495
,4492,24430
,4493,5164
,4494,2591
,4495,2195
,4496,4525
,4497,4697
,4498,5212
,4499,4623
,4500,7028
,4501,8211
,4502,2974
,4503,25334
,4504,28040
,4505,2534
,4506,1215
,4507,4312
,4508,23915
,4509,11787
,4510,46810
,4511,5707
,4512,44774
,4513,9705
,4514,4160
,4515,142
,4516,119
,4517,832
,4518,6477
,4519,422
,4520,19193
,4521,132
,4522,33132
,4523,1425
,4524,1720
,4525,18581
,4526,3018
,4527,3738
,4528,2567
,4529,6553
,4530,430
,4531,282
,4532,476
,4533,3263
,4534,511
,4535,2588
,4536,5029
,4537,2071
,4538,3637
,4539,2776
,4540,5262
,4541,12591
,4542,5867
,4543,4371
,4544,335
,4545,95056
,4546,10966
,4547,62364
,4548,11957
,4549,21076
,4550,25100
,4551,9838
,4552,3730
,4553,38986
,4554,9874
,4555,54397
,4556,9594
,4557,4128
,4558,24073
,4559,4092
,4560,25504
,4561,40631
,4562,23024
,4563,3657
,4564,7481
,4565,25378
,4566,16414
,4567,23146
,4568,2514
,4569,566
,4570,8396
,4571,7965
,4572,52032
,4573,23025
,4574,10858
,4575,1159
,4576,4451
,4577,4430
,4578,5210
,4579,65170
,4580,9747
,4581,13529
,4582,15742
,4583,22121
,4584,56185
,4585,37051
,4586,12994
,4587,28015
,4588,22094
,4589,9195
,4590,2447
,4591,2831
,4592,8756
,4593,16221
,4594,5107
,4595,29242
,4596,2138
,4597,17318
,4598,19705
,4599,11081
,4600,29809
,4601,68468
,4602,12913
,4603,23396
,4604,14533
,4605,11065
,4606,39599
,4607,15721
,4608,61100
,4609,23299
,4610,28372
,4611,115805
,4612,124190
,4613,30702
,4614,81004
,4615,41482
,4616,32399
,4617,9655
,4618,142311
,4619,9655
,4620,31104
,4621,6030
,4622,22592
,4623,62939
,4624,28579
,4625,35656
,4626,34980
,4627,4875
,4628,57462
,4629,81972
,4630,12909
,4631,8769
,4632,371
,4633,12679
,4634,348
,4635,1142
,4636,1182
,4637,439
,4638,480
,4639,288
,4640,1143
,4641,13903
,4642,2984
,4643,2287
,4644,1093
,4645,2322
,4646,1997
,4647,3252
,4648,233
,4649,19669
,4650,1074
,4651,1717
,4652,1901
,4653,2469
,4654,1832
,4655,9005
,4656,1073
,4657,2174
,4658,272
,4659,5018
,4660,1465
,4661,64
,4662,202
,4663,862
,4664,644
,4665,4867
,4666,546
,4667,6066
,4668,23968
,4669,3341
,4670,338
,4671,85367
,4672,1127
,4673,2491
,4674,7201
,4675,12505
,4676,35346
,4677,14510
,4678,1478
,4679,10103
,4680,23586
,4681,26436
,4682,1857
,4683,24800
,4684,4033
,4685,7532
,4686,18221
,4687,40173
,4688,4749
,4689,23662
,4690,5478
,4691,24152
,4692,3743
,4693,7608
,4694,11779
,4695,7404
,4696,40169
,4697,1771
,4698,2360
,4699,6070
,4700,9220
,4701,4376
,4702,20013
,4703,11169
,4704,3132
,4705,26793
,4706,10641
,4707,11079
,4708,213
,4709,1105
,4710,25616
,4711,20342
,4712,2657
,4713,5252
,4714,311
,4715,1245
,4716,38543
,4717,3947
,4718,5577
,4719,43439
,4720,861
,4721,1770
,4722,26535
,4723,57725
,4724,28048
,4725,1766
,4726,571
,4727,6015
,4728,22416
,4729,16632
,4730,5024
,4731,2643
,4732,5785
,4733,7250
,4734,24239
,4735,3204
,4736,4330
,4737,18832
,4738,968
,4739,3097
,4740,8610
,4741,15558
,4742,68272
,4743,31132
,4744,1964
,4745,5917
,4746,3609
,4747,3772
,4748,7511
,4749,17573
,4750,2954
,4751,7597
,4752,5900
,4753,34669
,4754,4244
,4755,1039
,4756,5608
,4757,13615
,4758,8073
,4759,33525
,4760,58472
,4761,7136
,4762,9677
,4763,1285
,4764,19732
,4765,23989
,4766,70400
,4767,31264
,4768,2813
,4769,9100
,4770,12049
,4771,5177
,4772,1698
,4773,374
,4774,264
,4775,1214
,4776,755
,4777,398
,4778,5117
,4779,35598
,4780,264
,4781,1883
,4782,3788
,4783,6290
,4784,50794
,4785,2911
,4786,8680
,4787,3284
,4788,768
,4789,405
,4790,9222
,4791,3900
,4792,3651
,4793,1924
,4794,12520
,4795,232
,4796,267
,4797,157
,4798,114
,4799,6889
,4800,2116
,4801,113
,4802,691
,4803,1642
,4804,1292
,4805,1588
,4806,12155
,4807,6937
,4808,9204
,4809,9246
,4810,24681
,4811,5595
,4812,752
,4813,1720
,4814,165
,4815,692
,4816,253
,4817,35726
,4818,1618
,4819,695
,4820,86
,4821,5409
,4822,80
,4823,24
,4824,266
,4825,187
,4826,504
,4827,973
,4828,33224
,4829,3865
,4830,2925
,4831,11093
,4832,1405
,4833,787
,4834,3819
,4835,66
,4836,4
,4837,966
,4838,15966
,4839,3215
,4840,4888
,4841,2611
,4842,35208
,4843,622
,4844,2283
,4845,6954
,4846,590
,4847,703
,4848,38667
,4849,5266
,4850,15518
,4851,2671
,4852,1484
,4853,2840
,4854,14239
,4855,4364
,4856,8543
,4857,5215
,4858,9673
,4859,6903
,4860,6450
,4861,5052
,4862,26817
,4863,59363
,4864,25371
,4865,9233
,4866,21704
,4867,8299
,4868,4461
,4869,2179
,4870,556
,4871,1527
,4872,3342
,4873,6253
,4874,7278
,4875,218
,4876,7057
,4877,9153
,4878,5876
,4879,5079
,4880,8692
,4881,23613
,4882,7041
,4883,22331
,4884,5945
,4885,21178
,4886,1822
,4887,337
,4888,2303
,4889,14645
,4890,1087
,4891,2301
,4892,9042
,4893,4999
,4894,13373
,4895,11887
,4896,40350
,4897,12119
,4898,33764
,4899,17604
,4900,36845
,4901,5612
,4902,1456
,4903,1354
,4904,7140
,4905,418
,4906,6137
,4907,1474
,4908,27773
,4909,2240
,4910,3324
,4911,7943
,4912,6539
,4913,7768
,4914,4915
,4915,5350
,4916,6307
,4917,16195
,4918,19975
,4919,81545
,4920,24409
,4921,1213
,4922,2004
,4923,2546
,4924,24259
,4925,3323
,4926,4152
,4927,216
,4928,284
,4929,2087
,4930,8171
,4931,2772
,4932,4981
,4933,285
,4934,5441
,4935,295
,4936,2891
,4937,2940
,4938,2915
,4939,4185
,4940,10039
,4941,4930
,4942,39317
,4943,1903
,4944,16160
,4945,20000
,4946,12330
,4947,1867
,4948,453
,4949,1437
,4950,2683
,4951,16494
,4952,13581
,4953,9102
,4954,23160
,4955,15157
,4956,40555
,4957,3540
,4958,24568
,4959,8920
,4960,2223
,4961,4249
,4962,2406
,4963,1908
,4964,12645
,4965,3306
,4966,23781
,4967,988
,4968,1041
,4969,6854
,4970,51114
,4971,1253
,4972,2667
,4973,1919
,4974,4943
,4975,378
,4976,202
,4977,766
,4978,245
,4979,512
,4980,14653
,4981,19693
,4982,16272
,4983,4296
,4984,1324
,4985,1476
,4986,8399
,4987,14148
,4988,7907
,4989,695
,4990,257
,4991,474
,4992,998
,4993,1395
,4994,2355
,4995,592
,4996,270
,4997,13112
,4998,5245
,4999,5920
,5000,154
,5001,971
,5002,6718
,5003,4446
,5004,392
,5005,702
,5006,27590
,5007,51
,5008,68
,5009,40
,5010,9430
,5011,9187
,5012,135
,5013,19
,5014,951
,5015,229
,5016,12172
,5017,772
,5018,4285
,5019,146
,5020,462
,5021,13300
,5022,327
,5023,608
,5024,26
,5025,234
,5026,901
,5027,17411
,5028,510
,5029,113
,5030,434
,5031,201
,5032,203
,5033,754
,5034,7653
,5035,1965
,5036,730
,5037,1133
,5038,3794
,5039,839
,5040,4072
,5041,1838
,5042,634
,5043,368
,5044,50
,5045,406
,5046,8649
,5047,301
,5048,313
,5049,216
,5050,1851
,5051,1432
,5052,2645
,5053,891
,5054,466
,5055,2046
,5056,2128
,5057,6673
,5058,7843
,5059,17288
,5060,3878
,5061,2519
,5062,6934
,5063,4899
,5064,398
,5065,6904
,5066,41454
,5067,3270
,5068,4327
,5069,25343
,5070,4450
,5071,33742
,5072,11857
,5073,12997
,5074,5583
,5075,3145
,5076,2042
,5077,79
,5078,12793
,5079,2754
,5080,15364
,5081,8638
,5082,17503
,5083,2070
,5084,354
,5085,217
,5086,2436
,5087,18138
,5088,27574
,5089,3313
,5090,17984
,5091,6260
,5092,7648
,5093,103428
,5094,2724
,5095,5527
,5096,3639
,5097,4213
,5098,1079
,5099,1146
,5100,18789
,5101,21185
,5102,74014
,5103,148542
,5104,8337
,5105,2154
,5106,778
,5107,4540
,5108,3496
,5109,5655
,5110,36400
,5111,37980
,5112,37800
,5113,15375
,5114,18923
,5115,3335
,5116,38079
,5117,1893
,5118,348
,5119,589
,5120,741
,5121,1265
,5122,478
,5123,1304
,5124,777
,5125,1519
,5126,10292
,5127,2151
,5128,4718
,5129,1041
,5130,1731
,5131,4101
,5132,6665
,5133,1634
,5134,277
,5135,3312
,5136,1583
,5137,488
,5138,683
,5139,22
,5140,0
,5141,117
,5142,455
,5143,484
,5144,4718
,5145,343
,5146,1027
,5147,1289
,5148,16301
,5149,10332
,5150,1266
,5151,640
,5152,11722
,5153,2546
,5154,6599
,5155,10407
,5156,5100
,5157,1264
,5158,6149
,5159,2495
,5160,1497
,5161,4225
,5162,33286
,5163,3222
,5164,18081
,5165,5021
,5166,26534
,5167,123
,5168,36428
,5169,73
,5170,8492
,5171,1810
,5172,1152
,5173,83819
,5174,20637
,5175,10598
,5176,7868
,5177,3113
,5178,14014
,5179,1102
,5180,20300
,5181,4218
,5182,28490
,5183,19980
,5184,13443
,5185,6346
,5186,795
,5187,7222
,5188,548
,5189,250
,5190,623
,5191,570
,5192,217
,5193,578
,5194,532
,5195,1210
,5196,1537
,5197,439
,5198,2911
,5199,889
,5200,1358
,5201,822
,5202,24707
,5203,463
,5204,1441
,5205,1613
,5206,491
,5207,1002
,5208,544
,5209,1515
,5210,520
,5211,14132
,5212,29354
,5213,5100
,5214,1024
,5215,2305
,5216,2991
,5217,7676
,5218,4207
,5219,9554
,5220,1448
,5221,2828
,5222,1235
,5223,2458
,5224,3729
,5225,20866
,5226,135
,5227,371
,5228,2120
,5229,30540
,5230,9713
,5231,55226
,5232,6434
,5233,2156
,5234,297
,5235,4538
,5236,1670
,5237,19228
,5238,2895
,5239,10028
,5240,2742
,5241,26730
,5242,1950
,5243,11958
,5244,5788
,5245,1576
,5246,1194
,5247,1090
,5248,720
,5249,589
,5250,2394
,5251,690
,5252,673
,5253,1562
,5254,48
,5255,50
,5256,392
,5257,63
,5258,236
,5259,1335
,5260,386
,5261,115
,5262,2164
,5263,6
,5264,1829
,5265,1586
,5266,1955
,5267,1846
,5268,1091
,5269,1030
,5270,1555
,5271,1718
,5272,2268
,5273,4583
,5274,2033
,5275,1146
,5276,2358
,5277,3012
,5278,1627
,5279,816
,5280,567
,5281,1527
,5282,20704
,5283,12968
,5284,3107
,5285,80
,5286,470
,5287,3071
,5288,231
,5289,1114
,5290,1242
,5291,14003
,5292,15895
,5293,4264
,5294,23064
,5295,74822
,5296,16490
,5297,94924
,5298,13434
,5299,5878
,5300,5393
,5301,9271
,5302,37984
,5303,8061
,5304,2963
,5305,26874
,5306,9180
,5307,16486
,5308,2804
,5309,2477
,5310,4711
,5311,18885
,5312,2379
,5313,3373
,5314,77320
,5315,4842
,5316,3256
,5317,285
,5318,5343
,5319,1052
,5320,19361
,5321,716
,5322,2626
,5323,4022
,5324,361
,5325,4987
,5326,12729
,5327,1811
,5328,5339
,5329,14940
,5330,13216
,5331,24754
,5332,22336
,5333,11832
,5334,1502
,5335,34055
,5336,12357
,5337,5048
,5338,52392
,5339,44507
,5340,14850
,5341,19709
,5342,37506
,5343,10774
,5344,14711
,5345,5326
,5346,10305
,5347,2053
,5348,3018
,5349,12331
,5350,10127
,5351,1900
,5352,1275
,5353,21793
,5354,2287
,5355,2009
,5356,2381
,5357,1000
,5358,646
,5359,402
,5360,992
,5361,15297
,5362,2534
,5363,1166
,5364,2326
,5365,694
,5366,5476
,5367,814
,5368,2587
,5369,920
,5370,45156
,5371,9824
,5372,1164
,5373,709
,5374,1249
,5375,12008
,5376,179
,5377,3024
,5378,3198
,5379,707
,5380,208
,5381,1722
,5382,58
,5383,906
,5384,159
,5385,11012
,5386,2183
,5387,3161
,5388,3453
,5389,3619
,5390,8519
,5391,3713
,5392,213
,5393,803
,5394,105
,5395,452
,5396,1620
,5397,13637
,5398,1184
,5399,1857
,5400,2040
,5401,18551
,5402,1490
,5403,1010
,5404,107
,5405,4491
,5406,346
,5407,70
,5408,571
,5409,1921
,5410,8922
,5411,16708
,5412,2125
,5413,668
,5414,9056
,5415,3284
,5416,811
,5417,23178
,5418,10873
,5419,3617
,5420,42247
,5421,18852
,5422,24718
,5423,37768
,5424,15397
,5425,3648
,5426,4974
,5427,123
,5428,879
,5429,687
,5430,4080
,5431,2687
,5432,2350
,5433,1363
,5434,3710
,5435,24403
,5436,11035
,5437,2416
,5438,38275
,5439,9657
,5440,5337
,5441,13334
,5442,64918
,5443,17939
,5444,16254
,5445,945
,5446,24984
,5447,5799
,5448,2021
,5449,1179
,5450,777
,5451,913
,5452,1288
,5453,3166
,5454,1359
,5455,5139
,5456,15490
,5457,15392
,5458,3754
,5459,1404
,5460,818
,5461,2701
,5462,1410
,5463,388
,5464,886
,5465,1139
,5466,3214
,5467,1636
,5468,1254
,5469,2498
,5470,638
,5471,695
,5472,139
,5473,777
,5474,187
,5475,341
,5476,273
,5477,2320
,5478,493
,5479,20703
,5480,8817
,5481,8149
,5482,39012
,5483,1771
,5484,8264
,5485,2102
,5486,2672
,5487,16969
,5488,2181
,5489,3933
,5490,5661
,5491,44008
,5492,19030
,5493,38358
,5494,8345
,5495,2997
,5496,37851
,5497,33938
,5498,292
,5499,243
,5500,878
,5501,10387
,5502,13776
,5503,11129
,5504,2453
,5505,7376
,5506,732
,5507,13030
,5508,617
,5509,373
,5510,269
,5511,937
,5512,2303
,5513,1328
,5514,960
,5515,367
,5516,249
,5517,219
,5518,2045
,5519,64
,5520,14446
,5521,6473
,5522,2803
,5523,15403
,5524,348
,5525,18663
,5526,8352
,5527,5738
,5528,10578
,5529,12585
,5530,2813
,5531,2800
,5532,17708
,5533,2105
,5534,1569
,5535,5523
,5536,41
,5537,776
,5538,583
,5539,1154
,5540,2592
,5541,4860
,5542,478
,5543,2630
,5544,15275
,5545,995
,5546,999
,5547,463
,5548,1122
,5549,2381
,5550,1353
,5551,1648
,5552,8227
,5553,2819
,5554,20360
,5555,14116
,5556,2898
,5557,1440
,5558,3450
,5559,616
,5560,798
,5561,18800
,5562,21196
,5563,9348
,5564,4096
,5565,21761
,5566,1795
,5567,804
,5568,1371
,5569,7121
,5570,5532
,5571,12714
,5572,798
,5573,32236
,5574,31472
,5575,11508
,5576,77331
,5577,7789
,5578,1895
,5579,12325
,5580,8092
,5581,12238
,5582,30401
,5583,21064
,5584,1092
,5585,6958
,5586,386
,5587,2526
,5588,650
,5589,2715
,5590,7081
,5591,349
,5592,15122
,5593,20487
,5594,5416
,5595,3642
,5596,4109
,5597,30787
,5598,2789
,5599,82384
,5600,5747
,5601,2057
,5602,1512
,5603,30864
,5604,1355
,5605,2679
,5606,19944
,5607,6563
,5608,3234
,5609,1190
,5610,13578
,5611,2520
,5612,1466
,5613,6862
,5614,4532
,5615,1662
,5616,1152
,5617,15219
,5618,549
,5619,4103
,5620,822
,5621,1987
,5622,1500
,5623,612
,5624,883
,5625,930
,5626,1942
,5627,939
,5628,157
,5629,481
,5630,34642
,5631,8965
,5632,5490
,5633,10904
,5634,4393
,5635,2403
,5636,1614
,5637,724
,5638,1345
,5639,1462
,5640,1877
,5641,511
,5642,2580
,5643,30079
,5644,19984
,5645,17997
,5646,1197
,5647,627
,5648,179
,5649,1794
,5650,372
,5651,1219
,5652,1562
,5653,1511
,5654,108
,5655,2895
,5656,538
,5657,1140
,5658,510
,5659,1715
,5660,18541
,5661,1215
,5662,44043
,5663,1628
,5664,1440
,5665,2998
,5666,1860
,5667,2
,5668,199
,5669,424
,5670,3127
,5671,20719
,5672,475
,5673,731
,5674,154
,5675,1060
,5676,663
,5677,819
,5678,323
,5679,932
,5680,527
,5681,920
,5682,14066
,5683,2806
,5684,3185
,5685,945
,5686,142
,5687,557
,5688,551
,5689,334
,5690,862
,5691,640
,5692,241
,5693,219
,5694,18773
,5695,24102
,5696,458
,5697,175
,5698,4886
,5699,1222
,5700,1575
,5701,12017
,5702,1379
,5703,11175
,5704,9974
,5705,6997
,5706,10975
,5707,8037
,5708,17069
,5709,4504
,5710,1584
,5711,57511
,5712,37327
,5713,3553
,5714,1724
,5715,4881
,5716,3037
,5717,6557
,5718,23648
,5719,12736
,5720,12564
,5721,19980
,5722,3723
,5723,10994
,5724,5933
,5725,67671
,5726,1990
,5727,2401
,5728,1693
,5729,1800
,5730,27307
,5731,7119
,5732,3114
,5733,7345
,5734,17587
,5735,18102
,5736,62171
,5737,31499
,5738,5300
,5739,14502
,5740,2696
,5741,9062
,5742,7300
,5743,28622
,5744,3538
,5745,18971
,5746,36030
,5747,10538
,5748,6186
,5749,22709
,5750,7587
,5751,21160
,5752,15949
,5753,13858
,5754,16713
,5755,28991
,5756,20798
,5757,56810
,5758,48227
,5759,73557
,5760,9691
,5761,18741
,5762,13143
,5763,10071
,5764,12689
,5765,28628
,5766,19649
,5767,179950
,5768,28724
,5769,27056
,5770,6947
,5771,6569
,5772,1055
,5773,5020
,5774,19868
,5775,4642
,5776,19215
,5777,348
,5778,4492
,5779,1732
,5780,16034
,5781,1453
,5782,101
,5783,2472
,5784,1537
,5785,369
,5786,19698
,5787,2761
,5788,5765
,5789,7243
,5790,1889
,5791,4688
,5792,1934
,5793,17333
,5794,5864
,5795,42860
,5796,39349
,5797,8557
,5798,5946
,5799,14774
,5800,14836
,5801,65468
,5802,7805
,5803,5107
,5804,39474
,5805,294
,5806,1495
,5807,3972
,5808,10952
,5809,7183
,5810,14080
,5811,93695
,5812,10808
,5813,19208
,5814,802
,5815,4247
,5816,3523
,5817,3993
,5818,21767
,5819,36606
,5820,9365
,5821,9697
,5822,18086
,5823,14719
,5824,8797
,5825,5281
,5826,12980
,5827,2751
,5828,3045
,5829,51546
,5830,3546
,5831,5033
,5832,3412
,5833,21639
,5834,4444
,5835,4150
,5836,1358
,5837,7024
,5838,14777
,5839,4553
,5840,24436
,5841,8090
,5842,36148
,5843,16128
,5844,3822
,5845,13096
,5846,3493
,5847,2577
,5848,10419
,5849,6903
,5850,80423
,5851,5427
,5852,5806
,5853,5560
,5854,19922
,5855,3547
,5856,1766
,5857,438
,5858,1072
,5859,3341
,5860,20142
,5861,2531
,5862,18279
,5863,3166
,5864,34966
,5865,2526
,5866,3113
,5867,36776
,5868,1986
,5869,9532
,5870,3374
,5871,721
,5872,10175
,5873,3691
,5874,561
,5875,1759
,5876,3076
,5877,4807
,5878,15639
,5879,22931
,5880,9534
,5881,2776
,5882,14883
,5883,2455
,5884,43392
,5885,3706
,5886,6956
,5887,5562
,5888,1108
,5889,6555
,5890,216
,5891,452
,5892,108
,5893,776
,5894,32501
,5895,7426
,5896,13329
,5897,9189
,5898,1855
,5899,13578
,5900,919
,5901,392
,5902,244
,5903,1386
,5904,1785
,5905,9128
,5906,8082
,5907,21071
,5908,1791
,5909,5216
,5910,1175
,5911,1859
,5912,954
,5913,813
,5914,31
,5915,509
,5916,2238
,5917,2393
,5918,2698
,5919,1444
,5920,2269
,5921,84
,5922,1377
