HEX_ID,TAZ,TRIPS
,2176,35513
,2177,6043
,2178,12087
,2179,5542
,2180,1302
,2181,7677
,2182,12225
,2183,17987
,2184,14733
,2185,23200
,2186,26197
,2187,2509
,2188,154125
,2189,2981
,2190,2644
,2191,3091
,2192,1213
,2193,10632
,2195,11894
,2196,46267
,2197,17721
,2198,22787
,2199,41488
,2200,29225
,2201,35210
,2202,27385
,2203,14198
,2204,1277
,2205,18419
,2206,25468
,2207,28273
,2208,5673
,2209,27285
,2210,86784
,2211,25544
,2212,45265
,2213,1292
,2214,8718
,2215,14846
,2216,31036
,2217,2173
,2218,3878
,2219,26518
,2220,16690
,2221,635
,2222,39876
,2223,10626
,2224,8331
,2225,892
,2226,26106
,2227,981
,2228,3666
,2229,58068
,2230,3301
,2231,1639
,2232,16746
,2233,15714
,2234,3867
,2235,2636
,2236,21540
,2237,66465
,2238,3223
,2239,23469
,2240,27961
,2241,14777
,2242,518
,2243,9142
,2244,9443
,2245,19628
,2246,3642
,2247,21027
,2248,3262
,2249,57117
,2250,15865
,2251,29985
,2252,1349
,2253,45555
,2254,30702
,2255,5218
,2256,4492
,2257,25234
,2258,2848
,2259,3090
,2260,9067
,2261,5183
,2262,40443
,2263,78169
,2264,142894
,2265,4836
,2266,23987
,2267,11918
,2268,4065
,2269,8690
,2270,12465
,2271,4271
,2272,27794
,2273,68046
,2274,36618
,2275,57079
,2276,17305
,2277,21128
,2278,34020
,2279,22822
,2280,423
,2281,239
,2282,27565
,2283,4820
,2284,13471
,2285,34604
,2286,6336
,2287,6095
,2288,71308
,2289,6234
,2290,31116
,2291,4091
,2292,3736
,2293,36567
,2294,91397
,2295,19680
,2296,34537
,2297,1561
,2298,21474
,2299,7493
,2300,30769
,2301,9979
,2302,4776
,2303,479
,2304,4219
,2305,58243
,2306,16712
,2307,13806
,2308,6768
,2309,59997
,2310,39834
,2311,32008
,2312,52096
,2313,48502
,2314,108289
,2315,18263
,2316,49085
,2317,17922
,2318,13286
,2319,29799
,2320,11204
,2321,140130
,2322,34005
,2324,20084
,2325,8333
,2326,6280
,2327,1007
,2328,41751
,2329,133681
,2330,84534
,2331,27362
,2332,64647
,2333,2201
,2334,30139
,2335,70523
,2336,109882
,2337,43944
,2338,84756
,2339,45511
,2340,2386
,2341,5567
,2342,8438
,2343,17628
,2344,29499
,2345,66018
,2346,12996
,2347,6168
,2348,790
,2349,18164
,2350,39884
,2351,647
,2352,142940
,2353,15170
,2354,95411
,2355,59212
,2356,67882
,2357,23888
,2358,74779
,2359,6225
,2360,912
,2361,14920
,2362,31500
,2363,35223
,2364,4710
,2365,16069
,2366,230
,2367,5646
,2368,7137
,2369,7461
,2370,6034
,2371,20731
,2372,3071
,2373,8626
,2374,24645
,2375,16307
,2376,40155
,2377,86665
,2378,26515
,2379,37689
,2380,2595
,2381,9256
,2382,8233
,2383,1377
,2384,5658
,2385,11910
,2386,17078
,2387,6791
,2388,12255
,2389,7085
,2390,14831
,2391,3333
,2392,8030
,2393,12577
,2394,50394
,2395,54216
,2396,6551
,2397,17914
,2398,23551
,2399,105682
,2400,15563
,2401,4399
,2402,1482
,2403,30217
,2404,17901
,2405,6324
,2406,5096
,2407,1921
,2408,3862
,2409,53157
,2410,3422
,2411,29505
,2412,22197
,2413,6948
,2414,4838
,2415,2015
,2416,808
,2417,18750
,2418,5640
,2419,22932
,2420,51435
,2421,4608
,2422,17598
,2423,5224
,2424,103187
,2425,18363
,2426,35053
,2427,2375
,2428,41382
,2429,28197
,2430,2364
,2431,290
,2432,663
,2433,56336
,2434,2259
,2435,859
,2436,12145
,2437,9197
,2438,1996
,2439,4647
,2440,372
,2441,1099
,2442,135
,2443,1973
,2444,10976
,2445,11506
,2446,18447
,2447,10440
,2448,22299
,2449,1374
,2450,4445
,2451,83
,2452,4359
,2453,5367
,2454,59504
,2455,8487
,2456,6919
,2457,1525
,2458,4035
,2459,12421
,2460,3609
,2461,29457
,2462,558
,2463,13394
,2464,6082
,2465,1049
,2466,21903
,2467,8528
,2468,7106
,2469,4950
,2470,6241
,2471,31779
,2472,55400
,2473,433
,2474,2552
,2475,6161
,2476,22680
,2477,4005
,2478,2358
,2479,3782
,2480,5733
,2481,7279
,2482,20888
,2483,4800
,2484,23001
,2485,14202
,2486,42104
,2487,2996
,2488,827
,2489,31410
,2490,7705
,2491,6618
,2492,34665
,2493,16884
,2494,14059
,2495,5721
,2496,8768
,2497,32421
,2498,6147
,2499,50899
,2500,1865
,2501,8035
,2502,12292
,2503,19310
,2504,6144
,2505,27412
,2506,9647
,2507,20222
,2508,11906
,2509,8263
,2510,6711
,2511,23153
,2512,4901
,2513,12727
,2514,3192
,2515,16117
,2516,21682
,2517,165589
,2518,233600
,2519,35894
,2520,21133
,2521,77527
,2522,62669
,2523,31427
,2524,62719
,2525,45902
,2526,8973
,2527,27996
,2528,5320
,2529,15891
,2530,97851
,2531,4018
,2532,14467
,2533,14631
,2534,6332
,2535,35443
,2536,57927
,2537,12887
,2538,85186
,2539,7940
,2540,29180
,2541,50219
,2542,3855
,2543,7813
,2544,10035
,2545,18027
,2546,49634
,2547,7922
,2548,74927
,2549,45193
,2550,37871
,2551,22732
,2552,10832
,2553,75891
,2554,70385
,2555,54950
,2556,58179
,2557,58256
,2558,2196
,2559,17564
,2560,30416
,2561,21675
,2562,13862
,2563,40745
,2564,6142
,2565,3148
,2566,35918
,2567,39779
,2568,39481
,2569,13399
,2570,54923
,2571,31626
,2572,21336
,2573,92108
,2574,14473
,2575,8960
,2576,69052
,2577,6023
,2578,14137
,2579,9366
,2580,12980
,2581,133492
,2582,20030
,2583,76894
,2584,17637
,2585,36839
,2586,97004
,2587,12001
,2588,4646
,2589,101
,2590,6303
,2591,17929
,2592,22777
,2593,116294
,2594,58934
,2595,1516
,2596,1030
,2597,2768
,2598,48104
,2599,6010
,2600,5788
,2601,4704
,2602,2241
,2603,8876
,2604,49444
,2605,2852
,2606,27046
,2607,5182
,2608,1161
,2609,3606
,2610,6635
,2611,10180
,2612,4279
,2613,9127
,2614,29364
,2615,8047
,2616,105666
,2617,3202
,2618,46096
,2619,28729
,2620,1658
,2621,21044
,2622,4547
,2623,3355
,2624,3387
,2625,15797
,2626,9834
,2627,4757
,2628,34672
,2629,38084
,2630,8377
,2631,30309
,2632,24765
,2633,7495
,2634,1791
,2635,7740
,2636,9455
,2637,18221
,2638,55438
,2639,8949
,2640,78603
,2641,32559
,2642,24858
,2643,60002
,2644,22544
,2645,23366
,2646,9702
,2647,10283
,2648,16006
,2649,12580
,2650,4655
,2651,17108
,2652,1395
,2653,29575
,2654,4776
,2655,4015
,2656,11283
,2657,3737
,2658,18955
,2659,33376
,2660,35957
,2661,4210
,2662,3320
,2663,3796
,2664,1397
,2665,786
,2666,2845
,2667,2890
,2668,3853
,2669,4426
,2670,3318
,2671,973
,2672,26946
,2673,64362
,2674,13536
,2675,10210
,2676,25883
,2677,521
,2678,6043
,2679,4504
,2680,512
,2681,1772
,2682,96607
,2683,7495
,2684,5396
,2685,49978
,2686,26046
,2687,1702
,2688,44545
,2689,550
,2690,96148
,2691,150244
,2692,35706
,2693,6740
,2694,11264
,2695,25354
,2696,3148
,2697,6958
,2698,14031
,2699,29000
,2700,38742
,2701,1063
,2702,647
,2703,3002
,2704,9000
,2705,721
,2706,1032
,2707,1345
,2708,4372
,2709,7941
,2710,1647
,2711,6416
,2712,3771
,2713,10064
,2714,14065
,2715,87711
,2716,1581
,2717,16026
,2718,4960
,2719,49524
,2720,45370
,2721,35363
,2722,22637
,2723,12726
,2724,12333
,2725,24129
,2726,12350
,2727,7931
,2728,3257
,2729,2916
,2730,2009
,2731,121568
,2732,11832
,2733,16536
,2734,39575
,2735,42591
,2736,8710
,2737,20713
,2738,11793
,2739,13440
,2740,4983
,2741,5661
,2742,22976
,2743,24246
,2744,10189
,2745,9070
,2746,24403
,2747,162141
,2748,15130
,2749,108921
,2750,15770
,2751,21345
,2752,938
,2753,69475
,2754,7841
,2755,29329
,2756,11074
,2757,30349
,2758,38960
,2759,34050
,2760,54157
,2761,5927
,2762,31447
,2763,8109
,2764,54587
,2765,24208
,2766,25880
,2767,112678
,2768,24856
,2769,17040
,2770,6808
,2771,4176
,2772,51561
,2773,37274
,2774,46377
,2775,27424
,2776,37318
,2777,15545
,2778,77541
,2779,6224
,2780,71696
,2781,27643
,2782,11854
,2783,41143
,2784,31695
,2785,38904
,2786,19139
,2787,29469
,2788,5225
,2789,72116
,2790,9243
,2791,3915
,2792,17238
,2793,16600
,2794,7785
,2795,14681
,2796,9747
,2797,3402
,2798,29238
,2799,160878
,2800,16758
,2801,14876
,2802,31577
,2803,94372
,2804,128501
,2805,9164
,2806,5266
,2807,20317
,2808,74045
,2809,38899
,2810,31496
,2811,7260
,2812,22037
,2813,38026
,2814,6424
,2815,45989
,2816,57860
,2817,32974
,2818,64495
,2819,25723
,2820,38544
,2821,29778
,2822,52656
,2823,19247
,2824,1968
,2825,21567
,2826,16666
,2827,8272
,2828,19121
,2829,1963
,2830,2904
,2831,50388
,2832,81510
,2833,26908
,2834,8462
,2835,11378
,2836,45624
,2837,10456
,2838,18761
,2839,94599
,2840,10743
,2841,16986
,2842,105099
,2843,6838
,2844,4030
,2845,5673
,2846,7295
,2847,28267
,2848,56506
,2849,82222
,2850,9891
,2851,5341
,2852,20858
,2853,15854
,2854,13076
,2855,50912
,2856,16721
,2857,17749
,2858,26121
,2859,35005
,2860,22075
,2861,51530
,2862,43486
,2863,11617
,2864,8180
,2865,60064
,2866,31665
,2867,72918
,2868,47468
,2869,3437
,2870,48044
,2871,21328
,2872,9456
,2873,6092
,2874,44714
,2875,11980
,2876,7618
,2877,27489
,2878,49123
,2879,495
,2880,6691
,2881,17111
,2882,35118
,2883,6166
,2884,4152
,2885,5190
,2886,14418
,2887,43931
,2888,24808
,2889,97293
,2890,12516
,2891,37196
,2892,1282
,2893,1423
,2894,10780
,2895,2696
,2896,13739
,2897,5356
,2898,4096
,2899,39880
,2900,90296
,2901,11280
,2902,27529
,2903,74920
,2904,1625
,2905,3649
,2906,12253
,2907,10535
,2908,4116
,2909,5515
,2910,145915
,2911,757
,2912,32732
,2913,31755
,2914,11557
,2915,5034
,2916,4528
,2917,14933
,2918,16657
,2919,18175
,2920,37456
,2921,41103
,2922,81222
,2923,4958
,2924,3432
,2925,29856
,2926,10553
,2927,22624
,2928,7098
,2929,5036
,2930,12802
,2931,67528
,2932,84197
,2933,3600
,2934,29602
,2935,41701
,2936,152742
,2937,44681
,2938,5321
,2939,26816
,2940,17403
,2941,18207
,2942,16922
,2943,5647
,2944,33681
,2945,9688
,2946,102625
,2947,21332
,2948,11464
,2949,14569
,2950,21304
,2951,11898
,2952,35718
,2953,53492
,2954,48671
,2955,80702
,2956,446
,2957,7939
,2958,1748
,2959,6784
,2960,2588
,2961,322
,2962,1110
,2963,29193
,2964,3320
,2965,5353
,2966,634
,2967,2138
,2968,3074
,2969,750
,2970,2133
,2971,2093
,2972,24483
,2973,2745
,2974,6290
,2975,1159
,2976,12434
,2977,8283
,2978,45491
,2979,7291
,2980,23463
,2981,2582
,2982,10952
,2983,7408
,2984,29491
,2985,13872
,2986,4309
,2987,7388
,2988,47593
,2989,1615
,2990,20435
,2991,9253
,2992,13156
,2993,45114
,2994,9157
,2995,54480
,2996,1421
,2997,361
,2998,55734
,2999,39069
,3000,3630
,3001,87873
,3002,21949
,3003,27745
,3004,4167
,3005,4690
,3006,13186
,3007,220
,3008,590
,3009,1119
,3010,658
,3011,1359
,3012,539
,3013,929
,3014,1002
,3015,105
,3016,59
,3017,230
,3018,216
,3019,235
,3020,987
,3021,865
,3022,1705
,3023,1093
,3024,1278
,3025,14961
,3026,260
,3027,228
,3028,1078
,3029,20458
,3030,364
,3031,489
,3032,471
,3033,810
,3034,1176
,3035,1456
,3036,12750
,3037,3375
,3038,3903
,3039,25552
,3040,4250
,3041,53648
,3042,15470
,3043,96903
,3044,2840
,3045,10298
,3046,15834
,3047,11634
,3048,11422
,3049,24736
,3050,4739
,3051,5847
,3052,4384
,3053,26132
,3054,6538
,3055,20111
,3056,14324
,3057,9092
,3058,5314
,3059,27327
,3060,26007
,3061,10803
,3062,15799
,3063,13066
,3064,5804
,3065,10335
,3066,21506
,3067,13896
,3068,46730
,3069,12673
,3070,22743
,3071,34743
,3072,5634
,3073,9119
,3074,1325
,3075,5158
,3076,29
,3077,15617
,3078,22595
,3079,1564
,3080,1547
,3081,30186
,3082,45505
,3083,35926
,3084,56234
,3085,14672
,3086,4492
,3087,6499
,3088,15666
,3089,10149
,3090,10520
,3091,6414
,3092,5549
,3093,4079
,3094,14518
,3095,589
,3096,19370
,3097,15006
,3098,513
,3099,371
,3100,1488
,3101,620
,3102,773
,3103,1117
,3104,4126
,3105,193
,3106,1402
,3107,17122
,3108,17669
,3109,95
,3110,147
,3111,700
,3112,1740
,3113,5161
,3114,2445
,3115,546
,3116,455
,3117,1151
,3118,167
,3119,288
,3120,5539
,3121,1801
,3122,129
,3123,1504
,3124,320
,3125,2289
,3126,41186
,3127,1745
,3128,2362
,3129,749
,3130,2120
,3131,19688
,3132,3590
,3133,1918
,3134,4476
,3135,2621
,3136,3465
,3137,8886
,3138,1811
,3139,14812
,3140,1237
,3141,4676
,3142,8961
,3143,19668
,3144,1873
,3145,23415
,3146,8919
,3147,25221
,3148,26939
,3149,7640
,3150,282
,3151,1468
,3152,755
,3153,18971
,3154,12482
,3155,46368
,3156,13503
,3157,73673
,3158,12185
,3159,15440
,3160,25901
,3161,12332
,3162,2106
,3163,22617
,3164,20452
,3165,5107
,3166,15828
,3167,28158
,3168,22309
,3169,9869
,3170,1680
,3171,32259
,3172,332
,3173,958
,3174,51701
,3175,4447
,3176,2687
,3177,16676
,3178,13402
,3179,2561
,3180,1195
,3181,10922
,3182,2165
,3183,185
,3184,1549
,3185,3666
,3186,5592
,3187,926
,3188,140
,3189,1829
,3190,756
,3191,2135
,3192,24497
,3193,2865
,3194,1311
,3195,592
,3196,737
,3197,1896
,3198,955
,3199,4295
,3200,321
,3201,379
,3202,2421
,3203,660
,3204,57489
,3205,876
,3206,487
,3207,482
,3208,1654
,3209,20979
,3210,193
,3211,245
,3212,9792
,3213,4424
,3214,45519
,3215,5815
,3216,1279
,3217,15430
,3218,84
,3219,192
,3220,910
,3221,1103
,3222,1182
,3223,1582
,3224,2058
,3225,2073
,3226,11669
,3227,1201
,3228,16945
,3229,1729
,3230,56716
,3231,742
,3232,1838
,3233,2241
,3234,2168
,3235,1126
,3236,3502
,3237,1797
,3238,2029
,3239,804
,3240,1088
,3241,712
,3242,21363
,3243,62593
,3244,4767
,3245,5160
,3246,4526
,3247,3116
,3248,5349
,3249,3852
,3250,3756
,3251,4400
,3252,1535
,3253,2409
,3254,3171
,3255,15204
,3256,391
,3257,166
,3258,262
,3259,1534
,3260,1243
,3261,836
,3262,15394
,3263,725
,3264,436
,3265,1078
,3266,669
,3267,1736
,3268,2638
,3269,18162
,3270,14128
,3271,8905
,3272,21675
,3273,2879
,3274,48905
,3275,513
,3276,6713
,3277,687
,3278,1237
,3279,2125
,3280,7103
,3281,33731
,3282,12307
,3283,857
,3284,16401
,3285,4595
,3286,5274
,3287,10306
,3288,30194
,3289,10079
,3290,6205
,3291,5261
,3292,19145
,3293,39082
,3294,47150
,3295,1316
,3296,441
,3297,4191
,3298,7016
,3299,1368
,3300,24927
,3301,6927
,3302,41902
,3303,14936
,3304,2427
,3305,5177
,3306,20477
,3307,35291
,3308,21185
,3309,20464
,3310,19124
,3311,10232
,3312,5757
,3313,171
,3314,3186
,3315,25945
,3316,87815
,3317,1397
,3318,1789
,3319,1863
,3320,21802
,3321,3331
,3322,4325
,3323,6753
,3324,6368
,3325,2906
,3326,1061
,3327,133
,3328,1964
,3329,3767
,3330,3237
,3331,4811
,3332,2794
,3333,8991
,3334,24367
,3335,3284
,3336,6381
,3337,732
,3338,2742
,3339,6175
,3340,3516
,3341,1998
,3342,32395
,3343,4744
,3344,11855
,3345,6258
,3346,830
,3347,94768
,3348,4936
,3349,9943
,3350,33642
,3351,21037
,3352,17572
,3353,3386
,3354,74508
,3355,1629
,3356,1032
,3357,4376
,3358,12461
,3359,4149
,3360,2367
,3361,436
,3362,1510
,3363,482
,3364,2586
,3365,3303
,3366,2357
,3367,1041
,3368,6353
,3369,492
,3370,55226
,3371,645
,3372,1036
,3373,73799
,3374,9299
,3375,621
,3376,4416
,3377,361
,3378,1930
,3379,15929
,3380,11246
,3381,2308
,3382,2823
,3383,1526
,3384,251
,3385,10247
,3386,19403
,3387,10951
,3388,620329
,3389,15903
,3390,11583
,3391,2416
,3392,57648
,3393,13483
,3394,49837
,3395,25095
,3396,5839
,3397,40709
,3398,7129
,3399,4297
,3400,59900
,3401,8578
,3402,3294
,3403,36520
,3404,16923
,3405,4940
,3406,6271
,3407,6399
,3408,2127
,3409,546
,3410,14393
,3411,1276
,3412,1279
,3413,3210
,3414,1268
,3415,1411
,3416,29891
,3417,11730
,3418,10978
,3419,284
,3420,2682
,3421,14109
,3422,5356
,3423,3698
,3424,200
,3425,1712
,3426,30411
,3427,10767
,3428,3543
,3429,6973
,3430,61300
,3431,4474
,3432,1114
,3433,7415
,3434,6219
,3435,8277
,3436,2361
,3437,44897
,3438,6691
,3439,5450
,3440,8046
,3441,69059
,3442,22389
,3443,6485
,3444,1639
,3445,53584
,3446,58193
,3447,115408
,3448,7407
,3449,19177
,3450,27489
,3451,1273
,3452,11364
,3453,2646
,3454,4904
,3455,437
,3456,7634
,3457,47836
,3458,15738
,3459,11732
,3460,34384
,3461,1070
,3462,1839
,3463,3304
,3464,18352
,3465,8282
,3466,55074
,3467,38054
,3468,29204
,3469,4695
,3470,5376
,3471,262
,3472,18957
,3473,38596
,3474,12538
,3475,3287
,3476,3912
,3477,37
,3478,1152
,3479,20455
,3480,23407
,3481,2625
,3482,8692
,3483,34120
,3484,858
,3485,4443
,3486,16571
,3487,882
,3488,59447
,3489,7565
,3490,8892
,3491,3107
,3492,5375
,3493,10299
,3494,19081
,3495,5920
,3496,12536
,3497,4398
,3498,10371
,3499,888
,3500,16526
,3501,1068
,3502,10308
,3503,31
,3504,26524
,3505,37
,3506,3586
,3507,8383
,3508,924
,3509,21433
,3510,20508
,3511,1372
,3512,1265
,3513,1350
,3514,1305
,3515,1946
,3516,2468
,3517,2536
,3518,4107
,3519,8473
,3520,56576
,3521,1774
,3522,4709
,3523,3210
,3524,71100
,3525,13662
,3526,98620
,3527,2632
,3528,13487
,3529,22421
,3530,9156
,3531,3097
,3532,33584
,3533,46439
,3534,2751
,3535,26421
,3536,50568
,3537,8217
,3538,7151
,3539,46209
,3540,27107
,3541,19866
,3542,30029
,3543,5456
,3544,6761
,3545,6186
,3546,3366
,3547,10061
,3548,924
,3549,2525
,3550,58487
,3551,18302
,3552,4362
,3553,5504
,3554,3128
,3555,10687
,3556,210
,3557,424
,3558,1999
,3559,1120
,3560,1431
,3561,6296
,3562,10062
,3563,20365
,3564,17573
,3565,41968
,3566,27895
,3567,45741
,3568,1235
,3569,22389
,3570,4778
,3571,46364
,3572,11139
,3573,15785
,3574,4958
,3575,28913
,3576,2923
,3577,5423
,3578,2805
,3579,20786
,3580,5799
,3581,6772
,3582,7474
,3583,31691
,3584,2975
,3585,9890
,3586,27852
,3587,2680
,3588,3514
,3589,3827
,3590,103385
,3591,8077
,3592,16334
,3593,10059
,3594,1378
,3595,43028
,3596,38028
,3597,8536
,3598,9512
,3599,13716
,3600,1466
,3601,51257
,3602,29396
,3603,2894
,3604,3463
,3605,908
,3606,65
,3607,12585
,3608,9179
,3609,18372
,3610,74176
,3611,3960
,3612,26901
,3613,973
,3614,1063
,3615,2513
,3616,626
,3617,21159
,3618,2945
,3619,792
,3620,1008
,3621,498
,3622,1236
,3623,1323
,3624,363
,3625,1630
,3626,168
,3627,407
,3628,9671
,3629,4472
,3630,4339
,3631,1218
,3632,8272
,3633,6716
,3634,2625
,3635,8316
,3636,6361
,3637,2516
,3638,4950
,3639,525
,3640,14715
,3641,29904
,3642,37633
,3643,25358
,3644,5108
,3645,27473
,3646,24274
,3647,21114
,3648,206
,3649,342
,3650,1080
,3651,5499
,3652,8299
,3653,46134
,3654,13992
,3655,27871
,3656,3019
,3657,10486
,3658,7041
,3659,30260
,3660,3402
,3661,4144
,3662,1224
,3663,17896
,3664,19360
,3665,14334
,3666,14672
,3667,15123
,3668,25270
,3669,16537
,3670,13042
,3671,10255
,3672,2289
,3673,65840
,3674,694
,3675,340
,3676,2561
,3677,12140
,3678,2066
,3679,5641
,3680,1280
,3681,254
,3682,69
,3683,336
,3684,39588
,3685,3704
,3686,3413
,3687,12569
,3688,2362
,3689,5815
,3690,21818
,3691,55886
,3692,4973
,3693,1542
,3694,286
,3695,10951
,3696,22001
,3697,336
,3698,80
,3699,404
,3700,95
,3701,653
,3702,845
,3703,44229
,3704,16115
,3705,2256
,3706,406
,3707,889
,3708,44096
,3709,170
,3710,6293
,3711,1038
,3712,390
,3713,681
,3714,196
,3715,20
,3716,1336
,3717,3405
,3718,2524
,3719,3087
,3720,18839
,3721,1979
,3722,2483
,3723,7482
,3724,11884
,3725,4963
,3726,3502
,3727,1002
,3728,4593
,3729,411
,3730,5511
,3731,15538
,3732,58421
,3733,5204
,3734,17653
,3735,727
,3736,137
,3737,3380
,3738,290
,3739,1536
,3740,4445
,3741,534
,3742,329
,3743,1313
,3744,1700
,3745,645
,3746,2091
,3747,533
,3748,601
,3749,4267
,3750,23100
,3751,5475
,3752,16214
,3753,1125
,3754,25763
,3755,26548
,3756,3460
,3757,4002
,3758,1793
,3759,4223
,3760,2548
,3761,2333
,3762,24755
,3763,3765
,3764,465
,3765,32060
,3766,755
,3767,7902
,3768,83156
,3769,989
,3770,2945
,3771,8715
,3772,11606
,3773,621
,3774,21765
,3775,190
,3776,302
,3777,114
,3778,1389
,3779,3427
,3780,15666
,3781,4541
,3782,579
,3783,1006
,3784,622
,3785,316
,3786,15079
,3787,1741
,3788,281
,3789,1464
,3790,783
,3791,38
,3792,126
,3793,329
,3794,590
,3795,903
,3796,876
,3797,320
,3798,101
,3799,1386
,3800,40
,3801,566
,3802,728
,3803,1040
,3804,1433
,3805,1404
,3806,63
,3807,46685
,3808,22022
,3809,921
,3810,743
,3811,90
,3812,113
,3813,369
,3814,105
,3815,22
,3816,267
,3817,840
,3818,270
,3819,422
,3820,109
,3821,251
,3822,513
,3823,1769
,3824,515
,3825,125
,3826,85
,3827,37
,3828,44
,3829,135
,3830,425
,3831,26748
,3832,498
,3833,6850
,3834,196
,3835,2317
,3836,15335
,3837,7871
,3838,2167
,3839,12031
,3840,1935
,3841,236
,3842,5274
,3843,89
,3844,572
,3845,2118
,3846,447
,3847,782
,3848,30601
,3849,12192
,3850,9861
,3851,10935
,3852,4638
,3853,55797
,3854,6605
,3855,6157
,3856,59713
,3857,5694
,3858,5630
,3859,572
,3860,242
,3861,3848
,3862,628
,3863,1632
,3864,1651
,3865,245
,3866,324
,3867,578
,3868,478
,3869,1199
,3870,2658
,3871,449
,3872,562
,3873,586
,3874,1073
,3875,23768
,3876,745
,3877,595
,3878,350
,3879,250
,3880,2376
,3881,610
,3882,944
,3883,3319
,3884,6913
,3885,3083
,3886,914
,3887,1301
,3888,102
,3889,357
,3890,1158
,3891,4206
,3892,5824
,3893,2345
,3894,57578
,3895,21954
,3896,2544
,3897,58113
,3898,9347
,3899,1868
,3900,1598
,3901,13971
,3902,11086
,3903,2191
,3904,17378
,3905,24960
,3906,111022
,3907,7053
,3908,28144
,3909,54629
,3910,22063
,3911,17667
,3912,15236
,3913,17431
,3914,31477
,3915,2150
,3916,49073
,3917,4158
,3918,22655
,3919,10505
,3920,16315
,3921,2568
,3922,4593
,3923,3219
,3924,19513
,3925,38330
,3926,21982
,3927,21878
,3928,3589
,3929,6852
,3930,3918
,3931,7026
,3932,2491
,3933,511
,3934,3107
,3935,1203
,3936,24120
,3937,8242
,3938,3279
,3939,420
,3940,1291
,3941,4551
,3942,12651
,3943,1027
,3944,259
,3945,1515
,3946,3647
,3947,14677
,3948,13820
,3949,40033
,3950,5437
,3951,36849
,3952,1564
,3953,2154
,3954,2901
,3955,21760
,3956,2737
,3957,8553
,3958,30062
,3959,37478
,3960,23689
,3961,20030
,3962,16154
,3963,17875
,3964,9186
,3965,5055
,3966,4819
,3967,11238
,3968,19257
,3969,12403
,3970,16191
,3971,2215
,3972,452
,3973,14972
,3974,10635
,3975,6552
,3976,5179
,3977,39288
,3978,28495
,3979,51
,3980,17812
,3981,12078
,3982,5272
,3983,1717
,3984,2815
,3985,1645
,3986,2211
,3987,40279
,3988,254
,3989,1833
,3990,4684
,3991,6580
,3992,27248
,3993,5301
,3994,294
,3995,1491
,3996,1250
,3997,4643
,3998,501
,3999,707
,4000,1555
,4001,793
,4002,754
,4003,5519
,4004,688
,4005,13275
,4006,10675
,4007,65
,4008,156
,4009,27
,4010,217
,4011,1026
,4012,133
,4013,780
,4014,116
,4015,1163
,4016,1214
,4017,1576
,4018,2451
,4019,576
,4020,3794
,4021,431
,4022,2790
,4023,347
,4024,13
,4025,1299
,4026,1885
,4027,2951
,4028,227
,4029,4657
,4030,9
,4031,8
,4032,32
,4033,262
,4034,31
,4035,177
,4036,1818
,4037,11147
,4038,2413
,4039,1023
,4040,166
,4041,2924
,4042,5386
,4043,4012
,4044,1912
,4045,485
,4046,1026
,4047,1194
,4048,8863
,4049,3343
,4050,2807
,4051,2926
,4052,1653
,4053,3694
,4054,2500
,4055,8260
,4056,2206
,4057,1364
,4058,38138
,4059,69567
,4060,5423
,4061,21589
,4062,10369
,4063,9998
,4064,5530
,4065,9249
,4066,2692
,4067,1663
,4068,13372
,4069,2639
,4070,3755
,4071,2031
,4072,1864
,4073,2915
,4074,32523
,4075,4460
,4076,7614
,4077,76459
,4078,12104
,4079,38918
,4080,4849
,4081,17850
,4082,6088
,4083,10581
,4084,2591
,4085,282
,4086,2078
,4087,10859
,4088,6757
,4089,19106
,4090,9965
,4091,19116
,4092,45882
,4093,31309
,4094,5507
,4095,1931
,4096,74625
,4097,7041
,4098,39015
,4099,12037
,4100,5405
,4101,2670
,4102,11993
,4103,8373
,4104,14681
,4105,6007
,4106,10565
,4107,10200
,4108,11224
,4109,778
,4110,4858
,4111,38030
,4112,17697
,4113,4430
,4114,6299
,4115,69059
,4116,5700
,4117,5109
,4118,14959
,4119,12953
,4120,7439
,4121,9210
,4122,3235
,4123,24834
,4124,2489
,4125,14097
,4126,10496
,4127,15475
,4128,13479
,4129,54274
,4130,9139
,4131,2124
,4132,21324
,4133,18039
,4134,11588
,4135,5342
,4136,1992
,4137,11472
,4138,418
,4139,7031
,4140,26871
,4141,1682
,4142,571
,4143,979
,4144,2028
,4145,20226
,4146,1602
,4147,7054
,4148,1280
,4149,1190
,4150,19496
,4151,157
,4152,88917
,4153,7788
,4154,1162
,4155,24508
,4156,2136
,4157,1300
,4158,2939
,4159,1813
,4160,8540
,4161,1613
,4162,32164
,4163,3036
,4164,10252
,4165,28806
,4166,15945
,4167,1621
,4168,18642
,4169,15940
,4170,18643
,4171,10251
,4172,9207
,4173,14660
,4174,39815
,4175,18897
,4176,35072
,4177,29342
,4178,3468
,4179,21532
,4180,17440
,4181,6098
,4182,38671
,4183,2607
,4184,4294
,4185,22616
,4186,19149
,4187,108347
,4188,5267
,4189,25157
,4190,83789
,4191,12673
,4192,21792
,4193,62102
,4194,47329
,4195,9208
,4196,468
,4197,14310
,4198,17240
,4199,20245
,4200,4892
,4201,3910
,4202,8209
,4203,4510
,4204,6149
,4205,4598
,4206,35784
,4207,5993
,4208,2323
,4209,1115
,4210,377
,4211,599
,4212,13471
,4213,2892
,4214,15721
,4215,5113
