HEX_ID,TAZ,TRIPS
,4216,830
,4217,4444
,4218,13304
,4219,987
,4220,3545
,4221,125
,4222,308
,4223,2027
,4224,21000
,4225,1025
,4226,3678
,4227,95
,4228,3056
,4229,3406
,4230,40893
,4231,873
,4232,20560
,4233,15650
,4234,18887
,4235,14053
,4236,8063
,4237,43362
,4238,63496
,4239,31066
,4240,4162
,4241,26799
,4242,12632
,4243,1852
,4244,29486
,4245,7116
,4246,20229
,4247,3567
,4248,6207
,4249,64884
,4250,13888
,4251,291
,4252,4999
,4253,5494
,4254,21
,4255,1179
,4256,9981
,4257,908
,4258,10220
,4259,4181
,4260,7247
,4261,59195
,4262,799
,4263,2283
,4264,6690
,4265,1588
,4266,316
,4267,3015
,4268,10783
,4269,25439
,4270,52284
,4271,41994
,4272,368
,4273,45642
,4274,21627
,4275,32729
,4276,1357
,4277,19432
,4278,15416
,4279,3276
,4280,9018
,4281,8770
,4282,16689
,4283,4638
,4284,1668
,4285,18326
,4286,342
,4287,7597
,4288,7138
,4289,31915
,4290,19648
,4291,4808
,4292,2930
,4293,488
,4294,12486
,4295,1292
,4296,187
,4297,1777
,4298,174
,4299,234
,4300,38
,4301,2584
,4302,254
,4303,302
,4304,371
,4305,5059
,4306,299
,4307,10404
,4308,1017
,4309,364
,4310,3180
,4311,401
,4312,98
,4313,3269
,4314,3483
,4315,4042
,4316,331
,4317,123
,4318,835
,4319,298
,4320,1542
,4321,10114
,4322,459
,4323,1852
,4324,1442
,4325,848
,4326,868
,4327,784
,4328,279
,4329,2323
,4330,14853
,4331,1992
,4332,4555
,4333,28108
,4334,298
,4335,6270
,4336,10952
,4337,3551
,4338,414
,4339,5233
,4340,6432
,4341,13459
,4342,1389
,4343,1362
,4344,12028
,4345,7173
,4346,21065
,4347,392
,4348,823
,4349,90
,4350,794
,4351,209
,4352,37
,4353,0
,4354,17
,4355,80
,4356,39
,4357,1135
,4358,16
,4359,1725
,4360,264
,4361,768
,4362,11413
,4363,1506
,4364,282
,4365,984
,4366,240
,4367,191
,4368,1306
,4369,114
,4370,758
,4371,3353
,4372,177
,4373,545
,4374,2827
,4375,4125
,4376,123
,4377,968
,4378,102
,4379,207
,4380,436
,4381,578
,4382,1002
,4383,424
,4384,1956
,4385,232
,4386,368
,4387,7985
,4388,1154
,4389,65
,4390,2310
,4391,140
,4392,1354
,4393,12099
,4394,196
,4395,348
,4396,373
,4397,988
,4398,2496
,4399,15120
,4400,1197
,4401,964
,4402,156
,4403,987
,4404,142
,4405,797
,4406,1032
,4407,596
,4408,447
,4409,1870
,4410,398
,4411,2699
,4412,1394
,4413,482
,4414,1768
,4415,37374
,4416,1229
,4417,20331
,4418,9
,4419,2822
,4420,960
,4421,309
,4422,3269
,4423,4704
,4424,884
,4425,1757
,4426,147
,4427,875
,4428,628
,4429,721
,4430,1080
,4431,1618
,4432,205
,4433,1355
,4434,1995
,4435,4571
,4436,783
,4437,404
,4438,2643
,4439,1985
,4440,1104
,4441,187
,4442,46857
,4443,2067
,4444,546
,4445,2201
,4446,3263
,4447,2188
,4448,252
,4449,177
,4450,324
,4451,2361
,4452,1397
,4453,1405
,4454,3365
,4455,1121
,4456,202
,4457,3481
,4458,1079
,4459,1136
,4460,89785
,4461,3468
,4462,573
,4463,3304
,4464,1960
,4465,6755
,4466,7540
,4467,5174
,4468,6531
,4469,6663
,4470,1594
,4471,1840
,4472,4568
,4473,2190
,4474,9559
,4475,25505
,4476,349
,4477,197
,4478,3151
,4479,6316
,4480,2580
,4481,15403
,4482,409
,4483,20403
,4484,2563
,4485,5017
,4486,130
,4487,19839
,4488,2280
,4489,368
,4490,1090
,4491,2793
,4492,23336
,4493,3784
,4494,2072
,4495,1966
,4496,3787
,4497,3408
,4498,4235
,4499,3524
,4500,4796
,4501,5732
,4502,1206
,4503,24565
,4504,23106
,4505,1633
,4506,852
,4507,4619
,4508,18088
,4509,11627
,4510,45403
,4511,4202
,4512,39897
,4513,6143
,4514,2209
,4515,144
,4516,82
,4517,883
,4518,4035
,4519,262
,4520,12551
,4521,371
,4522,33000
,4523,1183
,4524,984
,4525,13864
,4526,1929
,4527,2337
,4528,2144
,4529,3479
,4530,446
,4531,114
,4532,355
,4533,2901
,4534,436
,4535,1357
,4536,3867
,4537,1111
,4538,1731
,4539,2126
,4540,3736
,4541,11169
,4542,5216
,4543,2756
,4544,262
,4545,84928
,4546,6314
,4547,56084
,4548,8471
,4549,10976
,4550,16932
,4551,8597
,4552,3418
,4553,32316
,4554,7721
,4555,51870
,4556,7631
,4557,3035
,4558,22603
,4559,2264
,4560,28765
,4561,32983
,4562,7785
,4563,2084
,4564,5503
,4565,21983
,4566,16928
,4567,18005
,4568,2092
,4569,214
,4570,6247
,4571,6498
,4572,45186
,4573,20611
,4574,9147
,4575,680
,4576,3771
,4577,3481
,4578,4536
,4579,66181
,4580,12185
,4581,13097
,4582,13560
,4583,23549
,4584,48591
,4585,25407
,4586,10823
,4587,30496
,4588,19208
,4589,8412
,4590,1857
,4591,2387
,4592,7842
,4593,13530
,4594,3670
,4595,26462
,4596,1997
,4597,12941
,4598,17158
,4599,8936
,4600,28319
,4601,60048
,4602,11825
,4603,20703
,4604,14007
,4605,8312
,4606,33019
,4607,14125
,4608,60889
,4609,17491
,4610,22820
,4611,114870
,4612,113276
,4613,27764
,4614,77122
,4615,42101
,4616,33291
,4617,7362
,4618,143188
,4619,7713
,4620,28846
,4621,5054
,4622,22095
,4623,54619
,4624,26090
,4625,33493
,4626,36495
,4627,3806
,4628,49751
,4629,78796
,4630,11696
,4631,6860
,4632,227
,4633,12298
,4634,256
,4635,1292
,4636,1064
,4637,410
,4638,323
,4639,220
,4640,1653
,4641,14220
,4642,3077
,4643,913
,4644,1127
,4645,2178
,4646,2327
,4647,3496
,4648,260
,4649,17845
,4650,868
,4651,1513
,4652,1628
,4653,3249
,4654,2206
,4655,8746
,4656,1118
,4657,1263
,4658,170
,4659,3867
,4660,1113
,4661,24
,4662,121
,4663,878
,4664,558
,4665,3046
,4666,309
,4667,5942
,4668,20512
,4669,2394
,4670,257
,4671,83753
,4672,922
,4673,2141
,4674,7283
,4675,10346
,4676,31349
,4677,13732
,4678,1520
,4679,7698
,4680,24743
,4681,24863
,4682,1357
,4683,24958
,4684,3517
,4685,4521
,4686,16647
,4687,34678
,4688,2792
,4689,19522
,4690,3902
,4691,20926
,4692,667
,4693,5623
,4694,11169
,4695,5883
,4696,37986
,4697,1124
,4698,1181
,4699,5976
,4700,9074
,4701,3312
,4702,14444
,4703,7854
,4704,3172
,4705,19530
,4706,9035
,4707,11263
,4708,198
,4709,1161
,4710,15467
,4711,18130
,4712,1848
,4713,3015
,4714,195
,4715,1079
,4716,28664
,4717,3799
,4718,4205
,4719,39835
,4720,1053
,4721,1431
,4722,25579
,4723,52707
,4724,27942
,4725,1372
,4726,269
,4727,4952
,4728,20405
,4729,14878
,4730,3894
,4731,2398
,4732,4242
,4733,6075
,4734,21482
,4735,3045
,4736,3627
,4737,20156
,4738,780
,4739,2962
,4740,8257
,4741,11362
,4742,65429
,4743,33051
,4744,1869
,4745,5256
,4746,2985
,4747,4180
,4748,6618
,4749,17584
,4750,2523
,4751,7322
,4752,4562
,4753,33045
,4754,3929
,4755,596
,4756,3937
,4757,11511
,4758,8758
,4759,25779
,4760,54273
,4761,5973
,4762,8187
,4763,1412
,4764,15332
,4765,20893
,4766,70992
,4767,28982
,4768,2193
,4769,7160
,4770,10346
,4771,4775
,4772,1369
,4773,214
,4774,154
,4775,998
,4776,584
,4777,313
,4778,4503
,4779,30847
,4780,63
,4781,1082
,4782,2860
,4783,4097
,4784,47854
,4785,2250
,4786,8773
,4787,1642
,4788,559
,4789,384
,4790,7807
,4791,4424
,4792,3106
,4793,1207
,4794,10654
,4795,249
,4796,231
,4797,64
,4798,35
,4799,4684
,4800,1361
,4801,48
,4802,599
,4803,1839
,4804,1191
,4805,1324
,4806,7900
,4807,5570
,4808,11654
,4809,9295
,4810,21798
,4811,5718
,4812,635
,4813,944
,4814,78
,4815,456
,4816,412
,4817,35227
,4818,803
,4819,586
,4820,45
,4821,3988
,4822,102
,4823,0
,4824,219
,4825,199
,4826,292
,4827,887
,4828,31970
,4829,2842
,4830,1005
,4831,10267
,4832,953
,4833,746
,4834,2506
,4835,79
,4836,8
,4837,675
,4838,14109
,4839,2707
,4840,4172
,4841,2723
,4842,33573
,4843,220
,4844,2058
,4845,5284
,4846,499
,4847,790
,4848,39406
,4849,4858
,4850,14213
,4851,2471
,4852,1020
,4853,2558
,4854,13234
,4855,2688
,4856,6052
,4857,3270
,4858,8484
,4859,5217
,4860,4673
,4861,4164
,4862,23814
,4863,54025
,4864,21580
,4865,9082
,4866,19586
,4867,6828
,4868,4670
,4869,1668
,4870,588
,4871,1130
,4872,2684
,4873,2927
,4874,5540
,4875,202
,4876,5817
,4877,10803
,4878,5399
,4879,3490
,4880,7532
,4881,22478
,4882,4333
,4883,21917
,4884,3408
,4885,17916
,4886,898
,4887,299
,4888,1907
,4889,13623
,4890,688
,4891,1998
,4892,7117
,4893,4817
,4894,8535
,4895,11511
,4896,38181
,4897,9039
,4898,32389
,4899,12779
,4900,34097
,4901,4946
,4902,1304
,4903,840
,4904,4997
,4905,394
,4906,5231
,4907,1821
,4908,21173
,4909,1762
,4910,2305
,4911,6110
,4912,5225
,4913,5300
,4914,3447
,4915,3220
,4916,4706
,4917,13649
,4918,19471
,4919,77961
,4920,20397
,4921,949
,4922,2392
,4923,2132
,4924,22679
,4925,3229
,4926,4218
,4927,372
,4928,188
,4929,1536
,4930,4442
,4931,2060
,4932,2437
,4933,303
,4934,5368
,4935,390
,4936,2555
,4937,2441
,4938,2181
,4939,2611
,4940,9068
,4941,4535
,4942,31344
,4943,1128
,4944,14870
,4945,18907
,4946,8978
,4947,2447
,4948,216
,4949,1276
,4950,2205
,4951,12422
,4952,13425
,4953,7261
,4954,21556
,4955,11363
,4956,27345
,4957,2835
,4958,19843
,4959,5805
,4960,1327
,4961,3461
,4962,2473
,4963,2215
,4964,11717
,4965,3034
,4966,23717
,4967,1109
,4968,1516
,4969,4846
,4970,49469
,4971,1054
,4972,2493
,4973,1582
,4974,5045
,4975,335
,4976,328
,4977,1124
,4978,455
,4979,459
,4980,14222
,4981,19561
,4982,15375
,4983,3923
,4984,1528
,4985,1173
,4986,6751
,4987,15809
,4988,7131
,4989,708
,4990,213
,4991,311
,4992,808
,4993,1055
,4994,3124
,4995,311
,4996,120
,4997,12424
,4998,4741
,4999,4817
,5000,135
,5001,707
,5002,5826
,5003,4723
,5004,784
,5005,397
,5006,27324
,5007,103
,5008,51
,5009,81
,5010,6793
,5011,9111
,5012,112
,5013,36
,5014,883
,5015,166
,5016,11912
,5017,588
,5018,3938
,5019,225
,5020,358
,5021,12314
,5022,532
,5023,815
,5024,74
,5025,162
,5026,756
,5027,16747
,5028,312
,5029,113
,5030,520
,5031,177
,5032,341
,5033,1069
,5034,7561
,5035,2107
,5036,676
,5037,953
,5038,3244
,5039,594
,5040,2782
,5041,1884
,5042,456
,5043,295
,5044,31
,5045,487
,5046,7641
,5047,288
,5048,349
,5049,363
,5050,1205
,5051,1652
,5052,2555
,5053,820
,5054,518
,5055,1702
,5056,2212
,5057,4508
,5058,8845
,5059,17333
,5060,3917
,5061,2907
,5062,6770
,5063,5237
,5064,537
,5065,3105
,5066,34724
,5067,3455
,5068,3479
,5069,23635
,5070,5192
,5071,28149
,5072,9622
,5073,15749
,5074,4528
,5075,4085
,5076,1831
,5077,136
,5078,13819
,5079,2616
,5080,15738
,5081,7664
,5082,15754
,5083,1940
,5084,331
,5085,468
,5086,2742
,5087,16065
,5088,29111
,5089,2535
,5090,15257
,5091,5739
,5092,7839
,5093,128080
,5094,2678
,5095,4466
,5096,3641
,5097,3072
,5098,765
,5099,671
,5100,16596
,5101,17815
,5102,63090
,5103,147423
,5104,8024
,5105,2126
,5106,898
,5107,3675
,5108,2815
,5109,5165
,5110,35023
,5111,41531
,5112,36795
,5113,14551
,5114,15365
,5115,2271
,5116,35475
,5117,1753
,5118,235
,5119,510
,5120,868
,5121,1094
,5122,436
,5123,1600
,5124,707
,5125,1797
,5126,9462
,5127,1677
,5128,2201
,5129,890
,5130,1320
,5131,4171
,5132,5205
,5133,1367
,5134,111
,5135,1028
,5136,786
,5137,387
,5138,567
,5139,42
,5140,5
,5141,61
,5142,227
,5143,7
,5144,2863
,5145,822
,5146,604
,5147,690
,5148,14865
,5149,9501
,5150,1067
,5151,459
,5152,11930
,5153,1791
,5154,5990
,5155,7392
,5156,5265
,5157,1559
,5158,6054
,5159,3429
,5160,1926
,5161,2976
,5162,28355
,5163,5897
,5164,18909
,5165,4540
,5166,26562
,5167,77
,5168,38451
,5169,38
,5170,8870
,5171,2772
,5172,966
,5173,81190
,5174,20812
,5175,9783
,5176,7935
,5177,2617
,5178,13724
,5179,829
,5180,18868
,5181,2340
,5182,18374
,5183,18866
,5184,12382
,5185,6634
,5186,760
,5187,6809
,5188,760
,5189,158
,5190,408
,5191,352
,5192,180
,5193,635
,5194,211
,5195,696
,5196,1270
,5197,63
,5198,94
,5199,248
,5200,185
,5201,193
,5202,24536
,5203,587
,5204,1656
,5205,1632
,5206,370
,5207,1090
,5208,437
,5209,904
,5210,514
,5211,14018
,5212,27991
,5213,6118
,5214,856
,5215,1809
,5216,2999
,5217,5813
,5218,4841
,5219,10580
,5220,1971
,5221,2933
,5222,1148
,5223,2188
,5224,2605
,5225,21605
,5226,200
,5227,520
,5228,2182
,5229,25820
,5230,12023
,5231,50713
,5232,5677
,5233,2423
,5234,247
,5235,4262
,5236,1330
,5237,17201
,5238,3522
,5239,8626
,5240,991
,5241,27063
,5242,2494
,5243,10126
,5244,4255
,5245,1490
,5246,1124
,5247,734
,5248,839
,5249,507
,5250,734
,5251,820
,5252,314
,5253,1483
,5254,58
,5255,26
,5256,502
,5257,16
,5258,108
,5259,1150
,5260,513
,5261,101
,5262,999
,5263,5
,5264,1096
,5265,1770
,5266,2228
,5267,1617
,5268,1016
,5269,873
,5270,1130
,5271,1283
,5272,1729
,5273,2546
,5274,1391
,5275,866
,5276,2539
,5277,2783
,5278,1066
,5279,579
,5280,352
,5281,1281
,5282,20604
,5283,10421
,5284,1626
,5285,88
,5286,168
,5287,3314
,5288,230
,5289,935
,5290,397
,5291,11923
,5292,13586
,5293,4492
,5294,22965
,5295,64844
,5296,14359
,5297,81049
,5298,9540
,5299,4968
,5300,5996
,5301,5960
,5302,37611
,5303,10293
,5304,2052
,5305,25661
,5306,8713
,5307,11315
,5308,2903
,5309,2554
,5310,3755
,5311,18128
,5312,2077
,5313,3104
,5314,71810
,5315,2961
,5316,2564
,5317,194
,5318,4495
,5319,624
,5320,14258
,5321,452
,5322,1898
,5323,3131
,5324,193
,5325,5090
,5326,12119
,5327,1221
,5328,4424
,5329,13946
,5330,11629
,5331,24301
,5332,20806
,5333,7372
,5334,1106
,5335,32195
,5336,12367
,5337,3413
,5338,52579
,5339,42027
,5340,14248
,5341,20370
,5342,37632
,5343,11375
,5344,15111
,5345,4765
,5346,9132
,5347,1819
,5348,2062
,5349,7777
,5350,7991
,5351,1246
,5352,1267
,5353,23341
,5354,2586
,5355,1974
,5356,2295
,5357,1087
,5358,385
,5359,240
,5360,726
,5361,14087
,5362,1790
,5363,858
,5364,2023
,5365,405
,5366,4603
,5367,814
,5368,1739
,5369,422
,5370,42740
,5371,10705
,5372,952
,5373,626
,5374,816
,5375,12663
,5376,72
,5377,3117
,5378,2030
,5379,485
,5380,263
,5381,1247
,5382,38
,5383,968
,5384,104
,5385,11891
,5386,1922
,5387,2844
,5388,3163
,5389,2618
,5390,9068
,5391,1581
,5392,107
,5393,464
,5394,54
,5395,505
,5396,1188
,5397,5796
,5398,634
,5399,1030
,5400,1049
,5401,16695
,5402,891
,5403,793
,5404,37
,5405,403
,5406,74
,5407,47
,5408,561
,5409,1201
,5410,6783
,5411,16174
,5412,1966
,5413,536
,5414,7564
,5415,2551
,5416,576
,5417,20970
,5418,9953
,5419,2229
,5420,36414
,5421,18736
,5422,23020
,5423,36632
,5424,14248
,5425,2141
,5426,4399
,5427,115
,5428,995
,5429,705
,5430,3419
,5431,2075
,5432,1437
,5433,791
,5434,1820
,5435,21570
,5436,8314
,5437,1576
,5438,35129
,5439,7675
,5440,4260
,5441,13562
,5442,65268
,5443,14484
,5444,16602
,5445,1004
,5446,25001
,5447,5455
,5448,2133
,5449,975
,5450,591
,5451,1064
,5452,1275
,5453,2621
,5454,1413
,5455,4425
,5456,14917
,5457,11528
,5458,2524
,5459,1315
,5460,1165
,5461,1354
,5462,857
,5463,250
,5464,419
,5465,1093
,5466,2454
,5467,1389
,5468,657
,5469,1497
,5470,415
,5471,150
,5472,162
,5473,611
,5474,221
,5475,266
,5476,481
,5477,1575
,5478,238
,5479,20897
,5480,9489
,5481,6544
,5482,28966
,5483,1799
,5484,7502
,5485,3079
,5486,2513
,5487,14498
,5488,2140
,5489,3551
,5490,4671
,5491,47492
,5492,18405
,5493,34781
,5494,7474
,5495,4376
,5496,30549
,5497,30602
,5498,350
,5499,202
,5500,686
,5501,11089
,5502,9263
,5503,8495
,5504,1940
,5505,5904
,5506,400
,5507,12444
,5508,343
,5509,310
,5510,251
,5511,748
,5512,2158
,5513,716
,5514,920
,5515,349
,5516,165
,5517,213
,5518,1193
,5519,35
,5520,14466
,5521,5106
,5522,1802
,5523,14316
,5524,163
,5525,19410
,5526,7584
,5527,4798
,5528,8564
,5529,2493
,5530,2282
,5531,2013
,5532,13068
,5533,2015
,5534,1686
,5535,4380
,5536,31
,5537,674
,5538,627
,5539,1359
,5540,1419
,5541,3625
,5542,437
,5543,1795
,5544,13891
,5545,633
,5546,836
,5547,580
,5548,644
,5549,2069
,5550,851
,5551,1596
,5552,7207
,5553,2274
,5554,20511
,5555,12066
,5556,3040
,5557,905
,5558,2109
,5559,487
,5560,659
,5561,19945
,5562,17974
,5563,6493
,5564,2664
,5565,21836
,5566,1680
,5567,347
,5568,700
,5569,4231
,5570,5130
,5571,10799
,5572,759
,5573,28946
,5574,31466
,5575,10913
,5576,67514
,5577,5228
,5578,2540
,5579,8398
,5580,5454
,5581,9312
,5582,33076
,5583,19241
,5584,525
,5585,4221
,5586,365
,5587,1989
,5588,672
,5589,2500
,5590,5141
,5591,73
,5592,9496
,5593,18484
,5594,4734
,5595,2621
,5596,2708
,5597,27908
,5598,2191
,5599,81578
,5600,4971
,5601,1948
,5602,1127
,5603,30231
,5604,828
,5605,2216
,5606,17788
,5607,6277
,5608,3283
,5609,1222
,5610,14682
,5611,2328
,5612,965
,5613,7615
,5614,3098
,5615,1436
,5616,668
,5617,12704
,5618,351
,5619,1679
,5620,235
,5621,1224
,5622,1175
,5623,415
,5624,861
,5625,968
,5626,1896
,5627,894
,5628,92
,5629,353
,5630,36201
,5631,7148
,5632,4062
,5633,7337
,5634,3478
,5635,2332
,5636,1836
,5637,702
,5638,1165
,5639,1426
,5640,1229
,5641,515
,5642,2094
,5643,25859
,5644,18327
,5645,16673
,5646,1372
,5647,680
,5648,111
,5649,1766
,5650,591
,5651,943
,5652,1697
,5653,999
,5654,53
,5655,3944
,5656,423
,5657,669
,5658,572
,5659,1159
,5660,18460
,5661,586
,5662,42651
,5663,1034
,5664,1015
,5665,2358
,5666,1237
,5667,2
,5668,26
,5669,315
,5670,3475
,5671,19228
,5672,392
,5673,1085
,5674,121
,5675,802
,5676,263
,5677,708
,5678,273
,5679,1100
,5680,848
,5681,1058
,5682,13658
,5683,2153
,5684,3729
,5685,950
,5686,107
,5687,398
,5688,566
,5689,526
,5690,747
,5691,446
,5692,231
,5693,199
,5694,18819
,5695,25315
,5696,415
,5697,354
,5698,4361
,5699,1354
,5700,1691
,5701,10781
,5702,1152
,5703,10923
,5704,12285
,5705,5524
,5706,11242
,5707,8701
,5708,15864
,5709,1839
,5710,1572
,5711,47094
,5712,33653
,5713,3951
,5714,1291
,5715,4289
,5716,2106
,5717,5009
,5718,22384
,5719,11699
,5720,10244
,5721,15989
,5722,3390
,5723,10556
,5724,4705
,5725,66609
,5726,1860
,5727,2733
,5728,1528
,5729,1733
,5730,24409
,5731,5433
,5732,3107
,5733,5620
,5734,16193
,5735,18013
,5736,58120
,5737,33654
,5738,5047
,5739,13071
,5740,2478
,5741,9224
,5742,5260
,5743,20761
,5744,2953
,5745,18904
,5746,36660
,5747,9313
,5748,4033
,5749,17629
,5750,6962
,5751,20363
,5752,13572
,5753,13311
,5754,20818
,5755,27674
,5756,18813
,5757,54863
,5758,39751
,5759,69008
,5760,8531
,5761,20238
,5762,11490
,5763,9662
,5764,11589
,5765,29554
,5766,17047
,5767,171635
,5768,27603
,5769,23831
,5770,6078
,5771,4648
,5772,871
,5773,4706
,5774,19468
,5775,2580
,5776,18585
,5777,318
,5778,4317
,5779,1570
,5780,13487
,5781,1041
,5782,100
,5783,2803
,5784,1745
,5785,458
,5786,20058
,5787,3225
,5788,5988
,5789,6189
,5790,1466
,5791,4048
,5792,1127
,5793,17138
,5794,4467
,5795,40718
,5796,38684
,5797,5298
,5798,4739
,5799,12068
,5800,10876
,5801,60488
,5802,6853
,5803,4259
,5804,38694
,5805,241
,5806,1237
,5807,3464
,5808,10302
,5809,7172
,5810,13325
,5811,89782
,5812,9851
,5813,20420
,5814,1250
,5815,4242
,5816,3239
,5817,2876
,5818,18766
,5819,33516
,5820,10232
,5821,8849
,5822,15329
,5823,12317
,5824,7813
,5825,5859
,5826,12516
,5827,2612
,5828,2878
,5829,51640
,5830,2962
,5831,5184
,5832,3669
,5833,21005
,5834,3317
,5835,4166
,5836,1280
,5837,6266
,5838,13163
,5839,3124
,5840,23737
,5841,6428
,5842,32163
,5843,15035
,5844,2920
,5845,12913
,5846,3208
,5847,3591
,5848,9032
,5849,6328
,5850,75013
,5851,4919
,5852,4596
,5853,4776
,5854,19928
,5855,3339
,5856,875
,5857,360
,5858,1048
,5859,1606
,5860,19106
,5861,1589
,5862,17942
,5863,2987
,5864,37717
,5865,1667
,5866,2543
,5867,38088
,5868,1543
,5869,7930
,5870,3094
,5871,495
,5872,9381
,5873,3378
,5874,510
,5875,1461
,5876,2296
,5877,3741
,5878,13808
,5879,20642
,5880,8886
,5881,2074
,5882,11738
,5883,2294
,5884,39424
,5885,3493
,5886,5814
,5887,4577
,5888,932
,5889,5157
,5890,61
,5891,374
,5892,91
,5893,913
,5894,29372
,5895,6801
,5896,12332
,5897,7890
,5898,1581
,5899,15161
,5900,926
,5901,264
,5902,336
,5903,1298
,5904,1171
,5905,6604
,5906,5651
,5907,21821
,5908,1397
,5909,4649
,5910,946
,5911,1332
,5912,623
,5913,1025
,5914,30
,5915,509
,5916,2224
,5917,2087
,5918,2592
,5919,1428
,5920,2045
,5921,34
,5922,1076
