ORIG_FIPS,DEST_FIPS,origin_county,destination_county,ALLALL,WRKALL,NWKALL,ALLSOV,ALLHOV,ALLTRN,ALLWALK,ALLBIKE,Origin_Long,Origin_Lat,Dest_Long,Dest_Lat
13097,13067,DOUGLAS,COBB,64709,16711,47998,23645,40589,63,297,115,-84.767979,33.701813,-84.576684,33.941426
13067,13089,COBB,DEKALB,60809,28346,32463,30970,29173,661,0,5,-84.576684,33.941426,-84.226356,33.77148
13057,13121,CHEROKEE,FULTON,60072,23790,36282,28464,31307,262,17,22,-84.476236,34.243896,-84.467627,33.789892
13121,13057,FULTON,CHEROKEE,59459,23476,35983,28326,30820,272,23,18,-84.467627,33.789892,-84.476236,34.243896
13089,13067,DEKALB,COBB,59440,27967,31473,30515,28224,696,0,5,-84.226356,33.77148,-84.576684,33.941426
13135,13297,GWINNETT,WALTON,53459,13161,40298,19711,33617,1,57,73,-84.023657,33.961676,-83.733833,33.781544
13085,13085,DAWSON,DAWSON,53102,11529,41573,20385,30220,0,2157,340,-84.17054,34.44427,-84.17054,34.44427
13297,13135,WALTON,GWINNETT,52980,12809,40171,19297,33558,1,47,77,-83.733833,33.781544,-84.023657,33.961676
13089,13063,DEKALB,CLAYTON,51750,21101,30649,22705,27538,1427,37,43,-84.226356,33.77148,-84.357684,33.541836
13063,13089,CLAYTON,DEKALB,51738,21127,30611,22674,27529,1451,31,53,-84.357684,33.541836,-84.226356,33.77148
13063,13113,CLAYTON,FAYETTE,50478,11060,39418,17625,32679,35,36,103,-84.357684,33.541836,-84.494169,33.4139
13113,13063,FAYETTE,CLAYTON,49920,10809,39111,17388,32350,36,40,106,-84.494169,33.4139,-84.357684,33.541836
13135,13013,GWINNETT,BARROW,48579,15901,32678,20116,28382,5,23,53,-84.023657,33.961676,-83.712737,33.993199
13013,13135,BARROW,GWINNETT,47830,15485,32345,19612,28144,4,20,50,-83.712737,33.993199,-84.023657,33.961676
13121,13097,FULTON,DOUGLAS,47792,18072,29720,21014,26157,598,1,22,-84.467627,33.789892,-84.767979,33.701813
13097,13121,DOUGLAS,FULTON,47101,17768,29333,20688,25781,612,0,20,-84.767979,33.701813,-84.467627,33.789892
13247,13217,ROCKDALE,NEWTON,45883,9769,36114,15983,29631,3,153,113,-84.026652,33.65421,-83.850189,33.555014
13217,13247,NEWTON,ROCKDALE,45074,9284,35790,15483,29311,4,161,115,-83.850189,33.555014,-84.026652,33.65421
13089,13247,DEKALB,ROCKDALE,39383,10685,28698,14991,24275,71,8,38,-84.226356,33.77148,-84.026652,33.65421
13113,13077,FAYETTE,COWETA,38628,10389,28239,15368,23223,0,4,33,-84.494169,33.4139,-84.763334,33.353446
13247,13089,ROCKDALE,DEKALB,38363,10098,28265,14519,23733,66,7,38,-84.026652,33.65421,-84.226356,33.77148
13077,13113,COWETA,FAYETTE,38276,10175,28101,15083,23148,0,8,37,-84.763334,33.353446,-84.494169,33.4139
13113,13121,FAYETTE,FULTON,37989,11904,26085,15766,21981,200,22,20,-84.494169,33.4139,-84.467627,33.789892
13121,13113,FULTON,FAYETTE,37708,12009,25699,15893,21579,200,18,18,-84.467627,33.789892,-84.494169,33.4139
13089,13151,DEKALB,HENRY,36932,12123,24809,15719,21064,119,9,21,-84.226356,33.77148,-84.154174,33.452972
13151,13089,HENRY,DEKALB,36307,11880,24427,15492,20677,109,8,21,-84.154174,33.452972,-84.226356,33.77148
13067,13015,COBB,BARTOW,30458,11969,18489,15046,15341,16,23,32,-84.576684,33.941426,-84.840525,34.237806
13097,13223,DOUGLAS,PAULDING,30275,7375,22900,10327,19892,22,4,30,-84.767979,33.701813,-84.867312,33.920496
13015,13067,BARTOW,COBB,30132,11822,18310,14855,15207,12,25,33,-84.840525,34.237806,-84.576684,33.941426
13223,13097,PAULDING,DOUGLAS,29758,7139,22619,10118,19580,26,5,29,-84.867312,33.920496,-84.767979,33.701813
13151,13121,HENRY,FULTON,26445,15389,11056,14717,10988,740,0,0,-84.154174,33.452972,-84.467627,33.789892
13121,13151,FULTON,HENRY,25494,14918,10576,14305,10455,734,0,0,-84.467627,33.789892,-84.154174,33.452972
13135,13067,GWINNETT,COBB,24410,14215,10195,14876,9450,84,0,0,-84.023657,33.961676,-84.576684,33.941426
13067,13135,COBB,GWINNETT,24268,14097,10171,14757,9425,86,0,0,-84.576684,33.941426,-84.023657,33.961676
13097,13045,DOUGLAS,CARROLL,23221,6087,17134,9021,14119,8,53,20,-84.767979,33.701813,-85.079807,33.582781
13121,13077,FULTON,COWETA,23056,10459,12597,11700,11097,247,6,6,-84.467627,33.789892,-84.763334,33.353446
13045,13097,CARROLL,DOUGLAS,22974,5942,17032,8801,14088,7,55,23,-85.079807,33.582781,-84.767979,33.701813
13077,13121,COWETA,FULTON,22933,10336,12597,11695,10984,243,3,8,-84.763334,33.353446,-84.467627,33.789892
13057,13117,CHEROKEE,FORSYTH,21289,6298,14991,8986,12286,0,1,16,-84.476236,34.243896,-84.125061,34.225486
13117,13057,FORSYTH,CHEROKEE,20971,6161,14810,8939,12013,0,3,16,-84.125061,34.225486,-84.476236,34.243896
13139,13117,HALL,FORSYTH,19366,7742,11624,9396,9967,1,0,2,-83.819766,34.316798,-84.125061,34.225486
13117,13139,FORSYTH,HALL,19323,7753,11570,9389,9931,1,0,2,-84.125061,34.225486,-83.819766,34.316798
13151,13255,HENRY,SPALDING,19136,6370,12766,8365,10762,0,1,8,-84.154174,33.452972,-84.284165,33.260886
13255,13151,SPALDING,HENRY,19016,6230,12786,8303,10703,0,1,9,-84.284165,33.260886,-84.154174,33.452972
13117,13085,FORSYTH,DAWSON,18074,4491,13583,7096,10951,0,7,20,-84.125061,34.225486,-84.17054,34.44427
13085,13117,DAWSON,FORSYTH,17818,4385,13433,6979,10810,0,8,21,-84.17054,34.44427,-84.125061,34.225486
13223,13121,PAULDING,FULTON,16107,9603,6504,9000,6915,192,0,0,-84.867312,33.920496,-84.467627,33.789892
13135,13247,GWINNETT,ROCKDALE,16006,5992,10014,7144,8855,1,0,6,-84.023657,33.961676,-84.026652,33.65421
13247,13135,ROCKDALE,GWINNETT,15965,5923,10042,7150,8808,1,0,6,-84.026652,33.65421,-84.023657,33.961676
13247,13151,ROCKDALE,HENRY,15016,4376,10640,5896,9107,0,6,7,-84.026652,33.65421,-84.154174,33.452972
13151,13247,HENRY,ROCKDALE,14936,4506,10430,5939,8984,0,5,8,-84.154174,33.452972,-84.026652,33.65421
13121,13223,FULTON,PAULDING,14805,8860,5945,8411,6200,194,0,0,-84.467627,33.789892,-84.867312,33.920496
13217,13151,NEWTON,HENRY,13844,4207,9637,5600,8241,0,0,3,-83.850189,33.555014,-84.154174,33.452972
13151,13217,HENRY,NEWTON,13792,4191,9601,5628,8161,0,0,3,-84.154174,33.452972,-83.850189,33.555014
13057,13015,CHEROKEE,BARTOW,13676,4755,8921,6370,7286,0,7,13,-84.476236,34.243896,-84.840525,34.237806
13015,13057,BARTOW,CHEROKEE,13345,4705,8640,6287,7042,0,4,12,-84.840525,34.237806,-84.476236,34.243896
13223,13045,PAULDING,CARROLL,12613,4064,8549,4945,7660,0,0,8,-84.867312,33.920496,-85.079807,33.582781
13045,13223,CARROLL,PAULDING,12393,4024,8369,4940,7447,0,0,6,-85.079807,33.582781,-84.867312,33.920496
13217,13297,NEWTON,WALTON,12330,4043,8287,5267,7053,0,2,8,-83.850189,33.555014,-83.733833,33.781544
13297,13217,WALTON,NEWTON,12276,4004,8272,5221,7047,0,2,6,-83.733833,33.781544,-83.850189,33.555014
13013,13297,BARROW,WALTON,11557,3134,8423,4521,7025,0,0,11,-83.712737,33.993199,-83.733833,33.781544
13297,13013,WALTON,BARROW,11538,3126,8412,4464,7063,0,0,11,-83.733833,33.781544,-83.712737,33.993199
13089,13217,DEKALB,NEWTON,11245,5196,6049,5742,5438,65,0,0,-84.226356,33.77148,-83.850189,33.555014
13217,13089,NEWTON,DEKALB,11108,5122,5986,5693,5352,63,0,0,-83.850189,33.555014,-84.226356,33.77148
13063,13067,CLAYTON,COBB,9918,6451,3467,5746,3883,289,0,0,-84.357684,33.541836,-84.576684,33.941426
13067,13063,COBB,CLAYTON,9749,6433,3316,5748,3706,295,0,0,-84.576684,33.941426,-84.357684,33.541836
13015,13223,BARTOW,PAULDING,9354,3206,6148,3889,5465,0,0,0,-84.840525,34.237806,-84.867312,33.920496
13223,13015,PAULDING,BARTOW,9245,3279,5966,3999,5246,0,0,0,-84.867312,33.920496,-84.840525,34.237806
13117,13089,FORSYTH,DEKALB,9058,4375,4683,4770,4215,73,0,0,-84.125061,34.225486,-84.226356,33.77148
13117,13067,FORSYTH,COBB,9045,4886,4159,5054,3977,14,0,0,-84.125061,34.225486,-84.576684,33.941426
13089,13117,DEKALB,FORSYTH,8646,4255,4391,4682,3895,69,0,0,-84.226356,33.77148,-84.125061,34.225486
13151,13113,HENRY,FAYETTE,8535,3321,5214,3931,4604,0,0,0,-84.154174,33.452972,-84.494169,33.4139
13067,13117,COBB,FORSYTH,8439,4586,3853,4677,3746,16,0,0,-84.576684,33.941426,-84.125061,34.225486
13113,13151,FAYETTE,HENRY,8288,3296,4992,3898,4390,0,0,0,-84.494169,33.4139,-84.154174,33.452972
13247,13121,ROCKDALE,FULTON,8055,5072,2983,4811,2886,358,0,0,-84.026652,33.65421,-84.467627,33.789892
13121,13247,FULTON,ROCKDALE,7875,4816,3059,4525,2994,356,0,0,-84.467627,33.789892,-84.026652,33.65421
13057,13135,CHEROKEE,GWINNETT,7744,4388,3356,4587,3157,0,0,0,-84.476236,34.243896,-84.023657,33.961676
13297,13089,WALTON,DEKALB,7703,3248,4455,3764,3934,5,0,0,-83.733833,33.781544,-84.226356,33.77148
13135,13057,GWINNETT,CHEROKEE,7679,4237,3442,4487,3190,2,0,0,-84.023657,33.961676,-84.476236,34.243896
13089,13297,DEKALB,WALTON,7492,3083,4409,3608,3879,5,0,0,-84.226356,33.77148,-83.733833,33.781544
13013,13139,BARROW,HALL,7461,2436,5025,3214,4245,0,0,2,-83.712737,33.993199,-83.819766,34.316798
13247,13297,ROCKDALE,WALTON,7425,2612,4813,3146,4278,0,0,1,-84.026652,33.65421,-83.733833,33.781544
13297,13247,WALTON,ROCKDALE,7407,2615,4792,3167,4239,0,0,1,-83.733833,33.781544,-84.026652,33.65421
13139,13013,HALL,BARROW,7354,2422,4932,3175,4177,0,0,2,-83.819766,34.316798,-83.712737,33.993199
13045,13121,CARROLL,FULTON,6987,3350,3637,3914,2990,83,0,0,-85.079807,33.582781,-84.467627,33.789892
13217,13135,NEWTON,GWINNETT,6938,3308,3630,3745,3190,3,0,0,-83.850189,33.555014,-84.023657,33.961676
13045,13077,CARROLL,COWETA,6756,3210,3546,3598,3150,8,0,0,-85.079807,33.582781,-84.763334,33.353446
13121,13045,FULTON,CARROLL,6730,3230,3500,3838,2812,80,0,0,-84.467627,33.789892,-85.079807,33.582781
13077,13045,COWETA,CARROLL,6713,3237,3476,3629,3075,9,0,0,-84.763334,33.353446,-85.079807,33.582781
13063,13255,CLAYTON,SPALDING,6670,2974,3696,3498,3158,12,0,2,-84.357684,33.541836,-84.284165,33.260886
13255,13063,SPALDING,CLAYTON,6609,2971,3638,3492,3103,12,0,2,-84.284165,33.260886,-84.357684,33.541836
13255,13113,SPALDING,FAYETTE,6587,2502,4085,3178,3407,0,0,2,-84.284165,33.260886,-84.494169,33.4139
13113,13255,FAYETTE,SPALDING,6584,2529,4055,3194,3388,0,0,2,-84.494169,33.4139,-84.284165,33.260886
13135,13217,GWINNETT,NEWTON,6584,3162,3422,3602,2979,3,0,0,-84.023657,33.961676,-83.850189,33.555014
13057,13089,CHEROKEE,DEKALB,6402,3482,2920,3677,2687,38,0,0,-84.476236,34.243896,-84.226356,33.77148
13097,13089,DOUGLAS,DEKALB,6161,2708,3453,2865,3228,68,0,0,-84.767979,33.701813,-84.226356,33.77148
13139,13121,HALL,FULTON,6142,3243,2899,3474,2631,37,0,0,-83.819766,34.316798,-84.467627,33.789892
13089,13057,DEKALB,CHEROKEE,6059,3168,2891,3404,2612,43,0,0,-84.226356,33.77148,-84.476236,34.243896
13077,13063,COWETA,CLAYTON,5962,3542,2420,3578,2316,68,0,0,-84.763334,33.353446,-84.357684,33.541836
13121,13139,FULTON,HALL,5925,3022,2903,3250,2638,37,0,0,-84.467627,33.789892,-83.819766,34.316798
13063,13077,CLAYTON,COWETA,5892,3491,2401,3535,2289,68,0,0,-84.357684,33.541836,-84.763334,33.353446
13089,13097,DEKALB,DOUGLAS,5839,2590,3249,2814,2961,64,0,0,-84.226356,33.77148,-84.767979,33.701813
13217,13121,NEWTON,FULTON,5401,3209,2192,3016,2192,193,0,0,-83.850189,33.555014,-84.467627,33.789892
13085,13139,DAWSON,HALL,5316,1784,3532,2442,2873,0,0,1,-84.17054,34.44427,-83.819766,34.316798
13063,13135,CLAYTON,GWINNETT,5296,3236,2060,2954,2176,166,0,0,-84.357684,33.541836,-84.023657,33.961676
13135,13063,GWINNETT,CLAYTON,5250,3369,1881,3076,2014,160,0,0,-84.023657,33.961676,-84.357684,33.541836
13045,13067,CARROLL,COBB,5245,2755,2490,3114,2127,4,0,0,-85.079807,33.582781,-84.576684,33.941426
13067,13045,COBB,CARROLL,5233,2738,2495,3128,2102,3,0,0,-84.576684,33.941426,-85.079807,33.582781
13139,13085,HALL,DAWSON,5212,1772,3440,2368,2843,0,0,1,-83.819766,34.316798,-84.17054,34.44427
13015,13121,BARTOW,FULTON,5079,2522,2557,2778,2249,52,0,0,-84.840525,34.237806,-84.467627,33.789892
13121,13217,FULTON,NEWTON,5031,3045,1986,2863,1978,190,0,0,-84.467627,33.789892,-83.850189,33.555014
13121,13015,FULTON,BARTOW,4631,2357,2274,2616,1962,53,0,0,-84.467627,33.789892,-84.840525,34.237806
13151,13135,HENRY,GWINNETT,4620,2463,2157,2521,2094,5,0,0,-84.154174,33.452972,-84.023657,33.961676
13135,13151,GWINNETT,HENRY,4454,2256,2198,2363,2087,4,0,0,-84.023657,33.961676,-84.154174,33.452972
13223,13057,PAULDING,CHEROKEE,4012,1548,2464,1839,2173,0,0,0,-84.867312,33.920496,-84.476236,34.243896
13113,13089,FAYETTE,DEKALB,3986,1965,2021,2169,1798,19,0,0,-84.494169,33.4139,-84.226356,33.77148
13089,13113,DEKALB,FAYETTE,3932,1884,2048,2040,1874,18,0,0,-84.226356,33.77148,-84.494169,33.4139
13057,13223,CHEROKEE,PAULDING,3905,1518,2387,1787,2118,0,0,0,-84.476236,34.243896,-84.867312,33.920496
13077,13097,COWETA,DOUGLAS,3856,1783,2073,2006,1848,2,0,0,-84.763334,33.353446,-84.767979,33.701813
13097,13077,DOUGLAS,COWETA,3770,1749,2021,1962,1805,3,0,0,-84.767979,33.701813,-84.763334,33.353446
13223,13089,PAULDING,DEKALB,3752,1948,1804,1949,1785,18,0,0,-84.867312,33.920496,-84.226356,33.77148
13297,13121,WALTON,FULTON,3662,1811,1851,1912,1730,20,0,0,-83.733833,33.781544,-84.467627,33.789892
13247,13063,ROCKDALE,CLAYTON,3448,1975,1473,2047,1369,32,0,0,-84.026652,33.65421,-84.357684,33.541836
13089,13223,DEKALB,PAULDING,3430,1828,1602,1787,1623,20,0,0,-84.226356,33.77148,-84.867312,33.920496
13063,13247,CLAYTON,ROCKDALE,3423,1950,1473,2057,1334,32,0,0,-84.357684,33.541836,-84.026652,33.65421
13121,13297,FULTON,WALTON,3349,1667,1682,1766,1563,20,0,0,-84.467627,33.789892,-83.733833,33.781544
13097,13063,DOUGLAS,CLAYTON,3284,1895,1389,1881,1359,44,0,0,-84.767979,33.701813,-84.357684,33.541836
13063,13097,CLAYTON,DOUGLAS,3254,1776,1478,1739,1473,42,0,0,-84.357684,33.541836,-84.767979,33.701813
13151,13067,HENRY,COBB,3251,2073,1178,1912,1323,16,0,0,-84.154174,33.452972,-84.576684,33.941426
13139,13089,HALL,DEKALB,3237,1483,1754,1737,1496,4,0,0,-83.819766,34.316798,-84.226356,33.77148
13113,13067,FAYETTE,COBB,3077,1782,1295,1847,1230,0,0,0,-84.494169,33.4139,-84.576684,33.941426
13255,13121,SPALDING,FULTON,2971,1872,1099,1830,1088,53,0,0,-84.284165,33.260886,-84.467627,33.789892
13067,13151,COBB,HENRY,2937,1841,1096,1672,1249,16,0,0,-84.576684,33.941426,-84.154174,33.452972
13089,13139,DEKALB,HALL,2919,1392,1527,1642,1273,4,0,0,-84.226356,33.77148,-83.819766,34.316798
13067,13113,COBB,FAYETTE,2867,1683,1184,1699,1168,0,0,0,-84.576684,33.941426,-84.494169,33.4139
13013,13089,BARROW,DEKALB,2793,1348,1445,1542,1239,12,0,0,-83.712737,33.993199,-84.226356,33.77148
13013,13121,BARROW,FULTON,2747,1498,1249,1597,1123,27,0,0,-83.712737,33.993199,-84.467627,33.789892
13121,13255,FULTON,SPALDING,2729,1706,1023,1686,990,53,0,0,-84.467627,33.789892,-84.284165,33.260886
13089,13013,DEKALB,BARROW,2670,1264,1406,1470,1186,14,0,0,-84.226356,33.77148,-83.712737,33.993199
13077,13255,COWETA,SPALDING,2646,1249,1397,1481,1165,0,0,0,-84.763334,33.353446,-84.284165,33.260886
13085,13121,DAWSON,FULTON,2618,1293,1325,1486,1131,1,0,0,-84.17054,34.44427,-84.467627,33.789892
13255,13077,SPALDING,COWETA,2615,1212,1403,1447,1168,0,0,0,-84.284165,33.260886,-84.763334,33.353446
13121,13085,FULTON,DAWSON,2592,1239,1353,1439,1152,1,0,0,-84.467627,33.789892,-84.17054,34.44427
13077,13067,COWETA,COBB,2587,1598,989,1660,921,6,0,0,-84.763334,33.353446,-84.576684,33.941426
13077,13089,COWETA,DEKALB,2519,1279,1240,1400,1093,26,0,0,-84.763334,33.353446,-84.226356,33.77148
13067,13077,COBB,COWETA,2498,1469,1029,1541,951,6,0,0,-84.576684,33.941426,-84.763334,33.353446
13121,13013,FULTON,BARROW,2488,1307,1181,1396,1061,31,0,0,-84.467627,33.789892,-83.712737,33.993199
13089,13077,DEKALB,COWETA,2443,1219,1224,1337,1079,27,0,0,-84.226356,33.77148,-84.763334,33.353446
13217,13063,NEWTON,CLAYTON,2090,1306,784,1298,781,11,0,0,-83.850189,33.555014,-84.357684,33.541836
13063,13217,CLAYTON,NEWTON,2033,1216,817,1224,797,12,0,0,-84.357684,33.541836,-83.850189,33.555014
13097,13113,DOUGLAS,FAYETTE,1984,939,1045,1044,938,2,0,0,-84.767979,33.701813,-84.494169,33.4139
13113,13097,FAYETTE,DOUGLAS,1925,926,999,997,927,1,0,0,-84.494169,33.4139,-84.767979,33.701813
13085,13135,DAWSON,GWINNETT,1644,777,867,920,724,0,0,0,-84.17054,34.44427,-84.023657,33.961676
13135,13085,GWINNETT,DAWSON,1604,769,835,890,714,0,0,0,-84.023657,33.961676,-84.17054,34.44427
13077,13151,COWETA,HENRY,1503,719,784,775,728,0,0,0,-84.763334,33.353446,-84.154174,33.452972
13085,13057,DAWSON,CHEROKEE,1475,490,985,684,791,0,0,0,-84.17054,34.44427,-84.476236,34.243896
13057,13085,CHEROKEE,DAWSON,1457,488,969,686,771,0,0,0,-84.476236,34.243896,-84.17054,34.44427
13247,13067,ROCKDALE,COBB,1435,811,624,769,655,11,0,0,-84.026652,33.65421,-84.576684,33.941426
13151,13077,HENRY,COWETA,1354,728,626,795,559,0,0,0,-84.154174,33.452972,-84.763334,33.353446
13067,13247,COBB,ROCKDALE,1340,748,592,721,607,12,0,0,-84.576684,33.941426,-84.026652,33.65421
13015,13089,BARTOW,DEKALB,1225,539,686,635,585,5,0,0,-84.840525,34.237806,-84.226356,33.77148
13097,13135,DOUGLAS,GWINNETT,1183,656,527,663,515,5,0,0,-84.767979,33.701813,-84.023657,33.961676
13151,13297,HENRY,WALTON,1139,557,582,592,547,0,0,0,-84.154174,33.452972,-83.733833,33.781544
13013,13117,BARROW,FORSYTH,1122,579,543,618,504,0,0,0,-83.712737,33.993199,-84.125061,34.225486
13297,13151,WALTON,HENRY,1116,536,580,584,532,0,0,0,-83.733833,33.781544,-84.154174,33.452972
13089,13255,DEKALB,SPALDING,1099,577,522,648,443,8,0,0,-84.226356,33.77148,-84.284165,33.260886
13255,13089,SPALDING,DEKALB,1082,606,476,678,396,8,0,0,-84.284165,33.260886,-84.226356,33.77148
13089,13015,DEKALB,BARTOW,1079,476,603,587,487,5,0,0,-84.226356,33.77148,-84.840525,34.237806
13223,13135,PAULDING,GWINNETT,1073,669,404,631,440,2,0,0,-84.867312,33.920496,-84.023657,33.961676
13045,13089,CARROLL,DEKALB,1065,416,649,580,478,7,0,0,-85.079807,33.582781,-84.226356,33.77148
13057,13139,CHEROKEE,HALL,1056,560,496,609,447,0,0,0,-84.476236,34.243896,-83.819766,34.316798
13089,13045,DEKALB,CARROLL,1039,393,646,539,493,7,0,0,-84.226356,33.77148,-85.079807,33.582781
13117,13013,FORSYTH,BARROW,1036,536,500,574,462,0,0,0,-84.125061,34.225486,-83.712737,33.993199
13135,13223,GWINNETT,PAULDING,1004,595,409,610,392,2,0,0,-84.023657,33.961676,-84.867312,33.920496
13135,13097,GWINNETT,DOUGLAS,995,610,385,631,359,5,0,0,-84.023657,33.961676,-84.767979,33.701813
13113,13045,FAYETTE,CARROLL,964,502,462,562,402,0,0,0,-84.494169,33.4139,-85.079807,33.582781
13139,13057,HALL,CHEROKEE,960,509,451,579,381,0,0,0,-83.819766,34.316798,-84.476236,34.243896
13045,13113,CARROLL,FAYETTE,950,502,448,578,372,0,0,0,-85.079807,33.582781,-84.494169,33.4139
13223,13063,PAULDING,CLAYTON,929,667,262,593,324,12,0,0,-84.867312,33.920496,-84.357684,33.541836
13139,13067,HALL,COBB,898,457,441,538,359,1,0,0,-83.819766,34.316798,-84.576684,33.941426
13063,13223,CLAYTON,PAULDING,850,598,252,505,333,12,0,0,-84.357684,33.541836,-84.867312,33.920496
13067,13139,COBB,HALL,829,413,416,478,350,1,0,0,-84.576684,33.941426,-83.819766,34.316798
13217,13067,NEWTON,COBB,803,439,364,408,390,5,0,0,-83.850189,33.555014,-84.576684,33.941426
13139,13297,HALL,WALTON,795,408,387,447,348,0,0,0,-83.819766,34.316798,-83.733833,33.781544
