ORIG_FIPS,DEST_FIPS,origin_county,destination_county,ALLALL,WRKALL,NWKALL,ALLSOV,ALLHOV,ALLTRN,ALLWALK,ALLBIKE,Origin_Long,Origin_Lat,Dest_Long,Dest_Lat
13013,13013,BARROW,BARROW,279505,44755,234750,94771,171410,0,11942,1382,-83.712737,33.993199,-83.712737,33.993199
13013,13015,BARROW,BARTOW,3,3,0,2,1,0,0,0,-83.712737,33.993199,-84.840525,34.237806
13013,13057,BARROW,CHEROKEE,127,70,57,86,41,0,0,0,-83.712737,33.993199,-84.476236,34.243896
13013,13063,BARROW,CLAYTON,87,67,20,70,17,0,0,0,-83.712737,33.993199,-84.357684,33.541836
13013,13067,BARROW,COBB,770,433,337,452,316,2,0,0,-83.712737,33.993199,-84.576684,33.941426
13013,13085,BARROW,DAWSON,78,38,40,41,37,0,0,0,-83.712737,33.993199,-84.17054,34.44427
13013,13089,BARROW,DEKALB,4070,2566,1504,2631,1430,9,0,0,-83.712737,33.993199,-84.226356,33.77148
13013,13097,BARROW,DOUGLAS,15,6,9,9,6,0,0,0,-83.712737,33.993199,-84.767979,33.701813
13013,13113,BARROW,FAYETTE,13,2,11,2,11,0,0,0,-83.712737,33.993199,-84.494169,33.4139
13013,13117,BARROW,FORSYTH,1781,1005,776,1036,745,0,0,0,-83.712737,33.993199,-84.125061,34.225486
13013,13121,BARROW,FULTON,4885,2841,2044,2828,2007,50,0,0,-83.712737,33.993199,-84.467627,33.789892
13013,13135,BARROW,GWINNETT,59701,19244,40457,25583,34019,7,28,64,-83.712737,33.993199,-84.023657,33.961676
13013,13139,BARROW,HALL,10725,4005,6720,5066,5653,0,1,5,-83.712737,33.993199,-83.819766,34.316798
13013,13151,BARROW,HENRY,210,77,133,88,122,0,0,0,-83.712737,33.993199,-84.154174,33.452972
13013,13217,BARROW,NEWTON,852,486,366,512,340,0,0,0,-83.712737,33.993199,-83.850189,33.555014
13013,13223,BARROW,PAULDING,3,2,1,3,0,0,0,0,-83.712737,33.993199,-84.867312,33.920496
13013,13247,BARROW,ROCKDALE,805,466,339,479,326,0,0,0,-83.712737,33.993199,-84.026652,33.65421
13013,13255,BARROW,SPALDING,6,2,4,3,3,0,0,0,-83.712737,33.993199,-84.284165,33.260886
13013,13297,BARROW,WALTON,13473,3914,9559,5494,7961,0,0,18,-83.712737,33.993199,-83.733833,33.781544
13015,13013,BARTOW,BARROW,2,2,0,1,1,0,0,0,-84.840525,34.237806,-83.712737,33.993199
13015,13015,BARTOW,BARTOW,383843,92521,291322,151935,216204,0,13881,1823,-84.840525,34.237806,-84.840525,34.237806
13015,13045,BARTOW,CARROLL,397,230,167,256,141,0,0,0,-84.840525,34.237806,-85.079807,33.582781
13015,13057,BARTOW,CHEROKEE,18042,7005,11037,8957,9054,0,13,18,-84.840525,34.237806,-84.476236,34.243896
13015,13063,BARTOW,CLAYTON,87,71,16,62,25,0,0,0,-84.840525,34.237806,-84.357684,33.541836
13015,13067,BARTOW,COBB,35980,14893,21087,18471,17394,10,41,64,-84.840525,34.237806,-84.576684,33.941426
13015,13077,BARTOW,COWETA,6,3,3,5,1,0,0,0,-84.840525,34.237806,-84.763334,33.353446
13015,13085,BARTOW,DAWSON,85,38,47,39,46,0,0,0,-84.840525,34.237806,-84.17054,34.44427
13015,13089,BARTOW,DEKALB,1395,779,616,847,545,3,0,0,-84.840525,34.237806,-84.226356,33.77148
13015,13097,BARTOW,DOUGLAS,891,519,372,549,342,0,0,0,-84.840525,34.237806,-84.767979,33.701813
13015,13113,BARTOW,FAYETTE,6,5,1,6,0,0,0,0,-84.840525,34.237806,-84.494169,33.4139
13015,13117,BARTOW,FORSYTH,938,490,448,549,389,0,0,0,-84.840525,34.237806,-84.125061,34.225486
13015,13121,BARTOW,FULTON,6582,3470,3112,3647,2902,33,0,0,-84.840525,34.237806,-84.467627,33.789892
13015,13135,BARTOW,GWINNETT,500,261,239,286,214,0,0,0,-84.840525,34.237806,-84.023657,33.961676
13015,13139,BARTOW,HALL,26,16,10,14,12,0,0,0,-84.840525,34.237806,-83.819766,34.316798
13015,13151,BARTOW,HENRY,23,10,13,8,15,0,0,0,-84.840525,34.237806,-84.154174,33.452972
13015,13217,BARTOW,NEWTON,3,0,3,3,0,0,0,0,-84.840525,34.237806,-83.850189,33.555014
13015,13223,BARTOW,PAULDING,11599,4155,7444,5265,6329,0,2,3,-84.840525,34.237806,-84.867312,33.920496
13015,13247,BARTOW,ROCKDALE,4,2,2,2,2,0,0,0,-84.840525,34.237806,-84.026652,33.65421
13015,13255,BARTOW,SPALDING,1,1,0,1,0,0,0,0,-84.840525,34.237806,-84.284165,33.260886
13045,13015,CARROLL,BARTOW,421,231,190,261,160,0,0,0,-85.079807,33.582781,-84.840525,34.237806
13045,13045,CARROLL,CARROLL,395524,104999,290525,163464,213969,1007,15030,2054,-85.079807,33.582781,-85.079807,33.582781
13045,13057,CARROLL,CHEROKEE,145,87,58,88,57,0,0,0,-85.079807,33.582781,-84.476236,34.243896
13045,13063,CARROLL,CLAYTON,774,467,307,487,287,0,0,0,-85.079807,33.582781,-84.357684,33.541836
13045,13067,CARROLL,COBB,5139,2880,2259,3104,2035,0,0,0,-85.079807,33.582781,-84.576684,33.941426
13045,13077,CARROLL,COWETA,8187,4021,4166,4842,3319,26,0,0,-85.079807,33.582781,-84.763334,33.353446
13045,13089,CARROLL,DEKALB,1056,522,534,610,444,2,0,0,-85.079807,33.582781,-84.226356,33.77148
13045,13097,CARROLL,DOUGLAS,28210,8205,20005,12146,15923,3,93,45,-85.079807,33.582781,-84.767979,33.701813
13045,13113,CARROLL,FAYETTE,1220,696,524,833,387,0,0,0,-85.079807,33.582781,-84.494169,33.4139
13045,13117,CARROLL,FORSYTH,12,7,5,8,4,0,0,0,-85.079807,33.582781,-84.125061,34.225486
13045,13121,CARROLL,FULTON,7345,4048,3297,4424,2917,4,0,0,-85.079807,33.582781,-84.467627,33.789892
13045,13135,CARROLL,GWINNETT,159,68,91,68,91,0,0,0,-85.079807,33.582781,-84.023657,33.961676
13045,13151,CARROLL,HENRY,84,38,46,54,30,0,0,0,-85.079807,33.582781,-84.154174,33.452972
13045,13217,CARROLL,NEWTON,4,3,1,2,2,0,0,0,-85.079807,33.582781,-83.850189,33.555014
13045,13223,CARROLL,PAULDING,15153,5139,10014,7137,8007,0,0,9,-85.079807,33.582781,-84.867312,33.920496
13045,13247,CARROLL,ROCKDALE,35,12,23,12,23,0,0,0,-85.079807,33.582781,-84.026652,33.65421
13045,13255,CARROLL,SPALDING,75,29,46,30,45,0,0,0,-85.079807,33.582781,-84.284165,33.260886
13045,13297,CARROLL,WALTON,1,0,1,0,1,0,0,0,-85.079807,33.582781,-83.733833,33.781544
13057,13013,CHEROKEE,BARROW,121,64,57,81,40,0,0,0,-84.476236,34.243896,-83.712737,33.993199
13057,13015,CHEROKEE,BARTOW,18341,7263,11078,9169,9138,0,14,20,-84.476236,34.243896,-84.840525,34.237806
13057,13045,CHEROKEE,CARROLL,133,89,44,87,46,0,0,0,-84.476236,34.243896,-85.079807,33.582781
13057,13057,CHEROKEE,CHEROKEE,904501,160091,744410,324341,549466,0,26917,3777,-84.476236,34.243896,-84.476236,34.243896
13057,13063,CHEROKEE,CLAYTON,708,421,287,390,308,10,0,0,-84.476236,34.243896,-84.357684,33.541836
13057,13067,CHEROKEE,COBB,167739,50510,117229,72651,94319,305,221,243,-84.476236,34.243896,-84.576684,33.941426
13057,13077,CHEROKEE,COWETA,34,9,25,15,19,0,0,0,-84.476236,34.243896,-84.763334,33.353446
13057,13085,CHEROKEE,DAWSON,2130,835,1295,1144,986,0,0,0,-84.476236,34.243896,-84.17054,34.44427
13057,13089,CHEROKEE,DEKALB,8252,4863,3389,5038,3180,34,0,0,-84.476236,34.243896,-84.226356,33.77148
13057,13097,CHEROKEE,DOUGLAS,871,489,382,525,346,0,0,0,-84.476236,34.243896,-84.767979,33.701813
13057,13113,CHEROKEE,FAYETTE,98,52,46,55,43,0,0,0,-84.476236,34.243896,-84.494169,33.4139
13057,13117,CHEROKEE,FORSYTH,34475,10862,23613,15635,18816,0,6,18,-84.476236,34.243896,-84.125061,34.225486
13057,13121,CHEROKEE,FULTON,79044,32523,46521,38804,39939,263,11,27,-84.476236,34.243896,-84.467627,33.789892
13057,13135,CHEROKEE,GWINNETT,9564,5378,4186,5703,3860,1,0,0,-84.476236,34.243896,-84.023657,33.961676
13057,13139,CHEROKEE,HALL,1385,715,670,765,620,0,0,0,-84.476236,34.243896,-83.819766,34.316798
13057,13151,CHEROKEE,HENRY,129,60,69,58,71,0,0,0,-84.476236,34.243896,-84.154174,33.452972
13057,13217,CHEROKEE,NEWTON,15,3,12,6,9,0,0,0,-84.476236,34.243896,-83.850189,33.555014
13057,13223,CHEROKEE,PAULDING,5265,1991,3274,2505,2760,0,0,0,-84.476236,34.243896,-84.867312,33.920496
13057,13247,CHEROKEE,ROCKDALE,48,29,19,32,16,0,0,0,-84.476236,34.243896,-84.026652,33.65421
13057,13255,CHEROKEE,SPALDING,7,4,3,4,3,0,0,0,-84.476236,34.243896,-84.284165,33.260886
13057,13297,CHEROKEE,WALTON,41,22,19,31,10,0,0,0,-84.476236,34.243896,-83.733833,33.781544
13063,13013,CLAYTON,BARROW,89,50,39,53,36,0,0,0,-84.357684,33.541836,-83.712737,33.993199
13063,13015,CLAYTON,BARTOW,101,60,41,50,51,0,0,0,-84.357684,33.541836,-84.840525,34.237806
13063,13045,CLAYTON,CARROLL,719,429,290,460,259,0,0,0,-84.357684,33.541836,-85.079807,33.582781
13063,13057,CLAYTON,CHEROKEE,656,370,286,328,318,10,0,0,-84.357684,33.541836,-84.476236,34.243896
13063,13063,CLAYTON,CLAYTON,780524,176969,603555,274960,435355,8543,56594,5072,-84.357684,33.541836,-84.357684,33.541836
13063,13067,CLAYTON,COBB,10674,7175,3499,6172,3964,538,0,0,-84.357684,33.541836,-84.576684,33.941426
13063,13077,CLAYTON,COWETA,6975,4178,2797,4266,2659,50,0,0,-84.357684,33.541836,-84.763334,33.353446
13063,13085,CLAYTON,DAWSON,7,2,5,4,3,0,0,0,-84.357684,33.541836,-84.17054,34.44427
13063,13089,CLAYTON,DEKALB,55128,27591,27537,26708,25148,3153,71,48,-84.357684,33.541836,-84.226356,33.77148
13063,13097,CLAYTON,DOUGLAS,3241,2058,1183,1993,1187,61,0,0,-84.357684,33.541836,-84.767979,33.701813
13063,13113,CLAYTON,FAYETTE,53326,14391,38935,21172,31867,111,66,110,-84.357684,33.541836,-84.494169,33.4139
13063,13117,CLAYTON,FORSYTH,438,254,184,218,205,15,0,0,-84.357684,33.541836,-84.125061,34.225486
13063,13121,CLAYTON,FULTON,178626,91930,86696,83701,78719,15296,609,301,-84.357684,33.541836,-84.467627,33.789892
13063,13135,CLAYTON,GWINNETT,5417,3763,1654,3266,1813,338,0,0,-84.357684,33.541836,-84.023657,33.961676
13063,13139,CLAYTON,HALL,52,34,18,31,18,3,0,0,-84.357684,33.541836,-83.819766,34.316798
13063,13151,CLAYTON,HENRY,100333,28854,71479,41818,57674,388,257,196,-84.357684,33.541836,-84.154174,33.452972
13063,13217,CLAYTON,NEWTON,2375,1537,838,1545,815,15,0,0,-84.357684,33.541836,-83.850189,33.555014
